"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ows","dws","ws","ws_per_40","obpm","dbpm","bpm","games","school_link","conf_link","player_stats$link[i]","Year","orb_per_g","drb_per_g","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","g"
"Alec Brown",21.1424657534247,"Forward/Center","2013-14",30.3,5.5,11.6,4.1,8.2,1.4,3.3,2.9,4,5.7,1,0.5,3.1,2.2,2.2,15.3,6.57,15.3,4.86,10.9,1.62,4.4,3.51,5.3,6.75,1.17,0.63,3.69,2.61,2.61,20.2,10.7,22.5,0.476,8,16,0.498,2.7,6.5,0.42,5.7,7.9,0.727,11.1,1.9,1,6.1,4.2,4.4,29.9,110.2,95.1,909,22.7,0.569,0.536,0.288,0.349,412,8.5,12.8,10.8,7,1,10.9,13.8,26.2,1.9,2,3.9,0.17,1,3.7,4.6,30,"http://www.sports-reference.com/cbb/schools/green-bay/2014.html","http://www.sports-reference.com/cbb/conferences/horizon/2014.html","http://www.basketball-reference.com/players/b/brownal01.html",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shabazz Muhammad",20.4521689497717,"Small Forward and Shooting Guard","2012-13",30.8,6.3,14.3,5.1,10.9,1.3,3.3,4,5.6,5.2,0.8,0.7,0.1,1.6,1.7,17.9,7.38,18.5,5.94,14.2,1.44,4.3,4.68,7.3,6.12,0.99,0.81,0.18,1.89,1.89,23.2,11.8,26.6,0.443,9.4,20.4,0.463,2.3,6.2,0.377,7.5,10.5,0.711,9.7,1.6,1.3,0.2,3,3.1,33.3,110.1,105.4,987,21.9,0.528,0.487,0.232,0.395,520,9.9,9.3,9.6,5.8,1.3,0.4,8.6,29.8,2.9,0.8,3.7,0.149,4.6,-1.9,2.7,32,"http://www.sports-reference.com/cbb/schools/ucla/2013.html","http://www.sports-reference.com/cbb/conferences/pac-12/2013.html","http://www.basketball-reference.com/players/m/muhamsh01.html",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lucas Nogueira",20.1506849315068,"Center","2011-12",7.8,1.3,1.8,1.3,1.8,0,0,0.5,1,1.8,0,0.5,0,0.5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"http://www.basketball-reference.com/players/n/noguelu01.html",2012,0.8,1,5.8,8.1,0,0,5.8,8.1,2.3,4.6,3.5,4.6,8.1,0,2.3,0,2.3,4.6,13.9,NA
"Lucas Nogueira",20.1506849315068,"Center","2012-13",13.6,2.2,3.4,2.2,3.4,0,0,0.9,1.4,3.4,0.3,0.5,1.1,0.6,1.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,"http://www.basketball-reference.com/players/n/noguelu01.html",2013,1.7,1.8,5.9,9,0,0,5.9,9,2.5,3.7,4.5,4.7,9.1,0.7,1.2,3,1.5,4.8,14.4,NA
"Lucas Nogueira",20.1506849315068,"Center","2013-14",16.6,2.5,3.6,2.5,3.6,0,0,1.2,1.7,4.1,0.5,0.7,1.6,0.7,2.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"http://www.basketball-reference.com/players/n/noguelu01.html",2014,1.9,2.2,5.4,7.7,0,0,5.4,7.7,2.5,3.7,4.2,4.7,8.9,1.1,1.4,3.4,1.6,4.8,13.4,NA
"Pierre Jackson",21.2438356164384,"Point Guard","2011-12",30.8,4.6,9.9,2.8,5.5,1.8,4.4,2.8,3.4,2.9,5.9,1.8,0.1,3.5,2.3,13.8,5.31,12.9,3.24,7.1,2.16,5.8,3.24,4.4,3.42,6.84,2.07,0.09,4.14,2.7,17.8,8.9,19.2,0.46,5.3,10.6,0.502,3.5,8.6,0.408,5.4,6.6,0.822,5.6,11.3,3.5,0.2,6.8,4.5,26.6,113.6,100.2,1172,21.9,0.595,0.552,0.447,0.341,573,3.5,8.1,5.8,37.3,3.5,0.3,23.4,24.6,3.6,1.6,5.2,0.178,7,1,8,38,"http://www.sports-reference.com/cbb/schools/baylor/2012.html","http://www.sports-reference.com/cbb/conferences/big-12/2012.html","http://www.basketball-reference.com/players/j/jackspi01.html",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierre Jackson",21.2438356164384,"Point Guard","2012-13",34.8,6,14.1,3.6,7.3,2.4,6.8,5.3,6.7,3.8,7.1,1.5,0,3.4,2.2,19.8,6.21,16.2,3.69,8.3,2.52,7.8,5.49,7.7,3.87,7.29,1.53,0,3.51,2.34,22.7,10.1,23.6,0.427,6,12.2,0.49,4.1,11.4,0.359,9,11.2,0.8,6.3,11.9,2.5,0,5.7,3.7,33.2,117.5,100.1,1252,26,0.574,0.514,0.484,0.474,749,2.2,10.3,6.2,40.7,2.5,0,16.4,29.5,5.3,1.6,7,0.222,9.8,0.8,10.6,36,"http://www.sports-reference.com/cbb/schools/baylor/2013.html","http://www.sports-reference.com/cbb/conferences/big-12/2013.html","http://www.basketball-reference.com/players/j/jackspi01.html",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erik Murphy",22.4027397260274,"Center","2009-10",9.1,1.5,2.4,1.5,2.4,0,0,0.6,0.9,2.4,0.2,0.4,0.2,0.6,1.5,3.5,5.76,10.7,5.76,10.7,0,0,2.25,4,9.54,0.99,1.44,0.99,2.43,6.12,15.4,9.7,16.1,0.6,9.7,16.1,0.6,0,0,NA,3.8,6,0.633,15.9,1.6,2.4,1.6,4,10.3,23.1,113.8,96,299,20.4,0.61,0.6,0,0.375,108,12.3,17.5,14.9,5.5,2.4,2.8,17.5,19.1,0.7,0.5,1.2,0.164,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/florida/2010.html","http://www.sports-reference.com/cbb/conferences/sec/2010.html","http://www.basketball-reference.com/players/m/murpher01.html",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erik Murphy",22.4027397260274,"Center","2010-11",10.8,1.6,3.2,1.3,2.3,0.4,0.9,0.6,0.8,2.3,0.2,0.2,0.5,0.7,1.7,4.3,5.49,11.8,4.23,8.5,1.26,3.4,2.16,3.2,7.65,0.81,0.54,1.53,2.43,5.58,15.9,9.5,18.5,0.514,7.4,13.2,0.56,2.1,5.3,0.4,3.7,4.9,0.75,13.2,1.4,0.9,2.6,4.2,9.7,24.9,111.4,97.1,355,18.2,0.596,0.571,0.286,0.267,126,9.2,15.6,12.5,4.6,0.9,4.6,16.9,21,0.8,0.6,1.4,0.155,2,2.1,4.2,33,"http://www.sports-reference.com/cbb/schools/florida/2011.html","http://www.sports-reference.com/cbb/conferences/sec/2011.html","http://www.basketball-reference.com/players/m/murpher01.html",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erik Murphy",22.4027397260274,"Center","2011-12",25.9,3.9,7.9,2.1,3.8,1.7,4.1,1,1.3,4.5,0.9,0.5,1.1,1.3,2.6,10.5,5.31,12.2,2.97,5.9,2.43,6.3,1.44,2,6.3,1.17,0.72,1.53,1.8,3.69,16.1,9.1,18.8,0.485,5,9.1,0.554,4.1,9.8,0.421,2.4,3,0.814,10.7,2,1.3,2.6,3.1,6.3,24.8,117.9,100.3,882,19.5,0.613,0.594,0.519,0.159,311,5.7,16.4,10.9,6.5,1.3,4.5,13.2,19.9,2.3,1.2,3.5,0.158,4.8,2.3,7.2,34,"http://www.sports-reference.com/cbb/schools/florida/2012.html","http://www.sports-reference.com/cbb/conferences/sec/2012.html","http://www.basketball-reference.com/players/m/murpher01.html",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erik Murphy",22.4027397260274,"Center","2012-13",26.4,4.6,8.8,2.6,4.4,2,4.4,1.1,1.4,5.5,1.4,0.6,0.7,1.4,2.8,12.2,6.21,13.4,3.51,6.7,2.7,6.7,1.53,2.1,7.56,1.89,0.9,0.99,1.89,3.78,18.5,11,21.2,0.516,6.1,10.6,0.579,4.8,10.6,0.453,2.7,3.4,0.784,13.3,3.3,1.5,1.7,3.4,6.7,29.4,124.6,87,952,24.4,0.643,0.629,0.5,0.16,394,7.8,19.2,13.5,11,1.5,3.1,13,22.5,3.6,2.4,6,0.253,7.8,4.6,12.4,36,"http://www.sports-reference.com/cbb/schools/florida/2013.html","http://www.sports-reference.com/cbb/conferences/sec/2013.html","http://www.basketball-reference.com/players/m/murpher01.html",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler Parsons",22.4,"Small Forward","2007-08",NA,2.9,6.1,1.9,3.1,1,3,1.4,2.3,4,1.4,0.5,0.2,1,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472,NA,NA,0.618,NA,NA,0.324,NA,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569,0.553,0.495,0.381,NA,NA,NA,NA,NA,NA,NA,12.3,NA,1.4,1.3,2.7,NA,NA,NA,NA,36,"http://www.sports-reference.com/cbb/schools/florida/2008.html","http://www.sports-reference.com/cbb/conferences/sec/2008.html","http://www.basketball-reference.com/players/p/parsoch01.html",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler Parsons",22.4,"Small Forward","2008-09",NA,3.6,7.7,2.5,4.3,1,3.4,1.1,1.9,5.7,1.8,1.1,0.4,1.4,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,0.587,NA,NA,0.301,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533,0.527,0.442,0.252,NA,NA,NA,NA,NA,NA,NA,13.8,NA,1.2,2,3.2,NA,NA,NA,NA,36,"http://www.sports-reference.com/cbb/schools/florida/2009.html","http://www.sports-reference.com/cbb/conferences/sec/2009.html","http://www.basketball-reference.com/players/p/parsoch01.html",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler Parsons",22.4,"Small Forward","2009-10",31,4.1,8.4,3,5.3,1.1,3.1,2.9,4.4,6.9,2.6,1.1,0.1,2,2.1,12.4,4.86,10.9,3.51,6.8,1.26,4,3.42,5.7,7.92,2.97,1.35,0.18,2.25,2.43,15.9,8,16.3,0.493,5.9,10.3,0.572,2.2,6.1,0.358,5.7,8.6,0.662,13.3,5,2.2,0.3,3.8,4,24,118.1,98.5,1054,21.5,0.587,0.559,0.371,0.528,421,8.2,16.9,12.5,16.3,2.2,0.5,15.8,20.2,3,1.7,4.7,0.178,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/florida/2010.html","http://www.sports-reference.com/cbb/conferences/sec/2010.html","http://www.basketball-reference.com/players/p/parsoch01.html",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler Parsons",22.4,"Small Forward","2010-11",34.1,4.3,9,3.1,5.7,1.2,3.3,1.5,2.7,7.8,3.8,0.9,0.4,2.3,1.9,11.3,4.5,10.5,3.24,6.7,1.26,3.8,1.62,3.2,8.19,3.96,0.99,0.45,2.34,1.98,13.2,7.9,16.5,0.48,5.7,10.5,0.544,2.2,6,0.368,2.8,4.9,0.557,14.2,6.9,1.7,0.8,4.1,3.4,20.7,112.4,96,1229,19.7,0.551,0.546,0.362,0.3,440,7.3,19.3,13.4,21.6,1.7,1.3,18,19.2,2.7,2.2,5,0.162,5.2,4.3,9.5,36,"http://www.sports-reference.com/cbb/schools/florida/2011.html","http://www.sports-reference.com/cbb/conferences/sec/2011.html","http://www.basketball-reference.com/players/p/parsoch01.html",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E'Twaun Moore",22.2546803652968,"Point Guard and Shooting Guard","2007-08",NA,4.7,10.6,2.7,6.1,1.9,4.5,1.6,2.2,3.9,2.6,0.9,0.4,1.7,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443,NA,NA,0.449,NA,NA,0.434,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554,0.535,0.423,0.206,NA,NA,NA,NA,NA,NA,NA,12.8,NA,2.1,2.1,4.2,NA,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/purdue/2008.html","http://www.sports-reference.com/cbb/conferences/big-ten/2008.html","http://www.basketball-reference.com/players/m/mooreet01.html",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E'Twaun Moore",22.2546803652968,"Point Guard and Shooting Guard","2008-09",NA,5.1,12,3.6,7.5,1.5,4.5,2.2,2.8,4.6,3,1.1,0.4,2.6,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422,NA,NA,0.473,NA,NA,0.337,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517,0.485,0.373,0.236,NA,NA,NA,NA,NA,NA,NA,16.4,NA,1.7,2.8,4.4,NA,NA,NA,NA,37,"http://www.sports-reference.com/cbb/schools/purdue/2009.html","http://www.sports-reference.com/cbb/conferences/big-ten/2009.html","http://www.basketball-reference.com/players/m/mooreet01.html",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E'Twaun Moore",22.2546803652968,"Point Guard and Shooting Guard","2009-10",31.5,6.1,13.6,4.6,9.4,1.5,4.2,2.9,3.9,3.8,2.7,1.5,0.3,2.1,2.3,16.4,6.93,17.3,5.22,12,1.62,5.3,3.24,5,4.41,3.06,1.62,0.36,2.34,2.61,20.9,11.5,25.9,0.445,8.8,17.9,0.488,2.8,7.9,0.349,5.4,7.4,0.73,7.3,5.1,2.8,0.5,4,4.3,31.3,106,93.5,1103,21.3,0.531,0.499,0.307,0.288,531,3.4,10.8,7.1,19.8,2.8,1,11.9,29,2.4,2.3,4.7,0.171,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/purdue/2010.html","http://www.sports-reference.com/cbb/conferences/big-ten/2010.html","http://www.basketball-reference.com/players/m/mooreet01.html",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E'Twaun Moore",22.2546803652968,"Point Guard and Shooting Guard","2010-11",33.9,6.5,14.5,4.4,9.4,2.1,5.1,2.9,4.1,5.1,3.2,1.2,0.5,1.8,2.1,18,6.93,17.2,4.68,11.1,2.16,6.1,3.15,4.9,5.49,3.42,1.26,0.54,1.89,2.25,21.3,11.6,26,0.447,7.9,16.8,0.473,3.7,9.2,0.4,5.3,7.4,0.709,9.2,5.7,2.2,0.9,3.2,3.7,32.2,114.4,94.9,1152,23.9,0.545,0.518,0.354,0.285,573,5.1,12.5,8.8,20.9,2.2,1.6,9.8,28,3.7,2.2,5.9,0.205,7.1,3.4,10.5,34,"http://www.sports-reference.com/cbb/schools/purdue/2011.html","http://www.sports-reference.com/cbb/conferences/big-ten/2011.html","http://www.basketball-reference.com/players/m/mooreet01.html",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeff Green",20.241095890411,"Power Forward and Small Forward","2004-05",33.8,4.6,9.1,3.8,7.2,0.8,1.9,3.2,4.6,6.6,2.9,1,1.6,NA,NA,13.1,4.86,10.7,4.05,8.5,0.81,2.2,3.42,5.4,7.02,3.06,0.99,1.71,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.543,0.206,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.9,4.6,0.169,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/georgetown/2005.html","http://www.sports-reference.com/cbb/conferences/big-east/2005.html","http://www.basketball-reference.com/players/g/greenje02.html",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"Jeff Green",20.241095890411,"Power Forward and Small Forward","2005-06",32.5,4.3,9.7,3.5,6.9,0.9,2.8,2.4,3.8,6.5,3.3,0.9,1,NA,NA,11.9,4.77,12,3.78,8.5,0.99,3.4,2.61,4.7,7.29,3.6,1.08,1.08,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517,0.491,0.287,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2.5,3.8,0.143,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/georgetown/2006.html","http://www.sports-reference.com/cbb/conferences/big-east/2006.html","http://www.basketball-reference.com/players/g/greenje02.html",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
"Jeff Green",20.241095890411,"Power Forward and Small Forward","2006-07",33.3,5.3,10.3,4.3,7.7,1,2.6,2.7,3.5,6.4,3.2,0.8,1.2,NA,NA,14.3,5.76,12.4,4.68,9.3,1.08,3.1,2.88,4.2,6.93,3.42,0.9,1.26,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596,0.56,0.251,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.7,6.3,0.204,NA,NA,NA,37,"http://www.sports-reference.com/cbb/schools/georgetown/2007.html","http://www.sports-reference.com/cbb/conferences/big-east/2007.html","http://www.basketball-reference.com/players/g/greenje02.html",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"Stanko Barac",20.2027397260274,"Center","2007-08",15.7,2.2,4.5,2.1,4,0.1,0.5,1.1,1.6,3.4,0.6,0.4,0.9,1.4,2.3,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2008,1.1,2.4,5.1,10.3,0.3,1.1,4.7,9.2,2.6,3.6,2.5,5.4,7.9,1.5,0.8,2,3.2,5.2,13,NA
"Stanko Barac",20.2027397260274,"Center","2008-09",11.8,1.3,2.8,1.3,2.8,0,0,0.7,1.1,3.3,0.5,0.3,0.5,0.7,2.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2009,1.2,2.1,3.9,8.5,0,0.1,3.9,8.4,2.2,3.2,3.6,6.4,10.1,1.6,1,1.6,2.1,7.2,10,NA
"Stanko Barac",20.2027397260274,"Center","2009-10",15.3,3,5,2.9,4.5,0.1,0.5,1.1,1.3,4.2,0.8,0.2,0.8,0.9,2.4,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2010,1.5,2.7,7,11.9,0.3,1.2,6.7,10.7,2.5,3,3.5,6.3,9.8,1.9,0.5,1.9,2,5.6,16.8,NA
"Stanko Barac",20.2027397260274,"Center","2010-11",23.3,4.6,8.2,4.5,7.9,0.2,0.3,2.2,3.1,6.3,1,0.6,1,1.7,2.8,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2011,1.8,4.5,7.1,12.6,0.2,0.5,6.9,12.1,3.4,4.7,2.8,7,9.8,1.6,0.9,1.6,2.6,4.3,17.8,NA
"Stanko Barac",20.2027397260274,"Center","2011-12",19.9,4.3,7.6,4.3,7.5,0,0.1,2,3.3,3.9,0.3,0.5,0.9,2,3,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2012,1.1,2.9,7.8,13.7,0,0.1,7.8,13.6,3.6,5.9,1.9,5.2,7.1,0.6,0.8,1.7,3.6,5.4,19.3,NA
"Stanko Barac",20.2027397260274,"Center","2012-13",14.2,2,4.2,1.9,4.1,0,0.1,1,1.7,3.8,0.4,0.1,0.6,1.2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2013,1.6,2.2,5,10.7,0.1,0.3,4.9,10.4,2.6,4.3,4.2,5.5,9.6,0.9,0.2,1.4,2.9,5.2,12.7,NA
"Stanko Barac",20.2027397260274,"Center","2013-14",13.7,1.7,3.3,1.7,3.3,0,0,0.7,1.2,2.3,0.5,0.2,0.2,0.5,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2014,0.8,1.5,4.4,8.8,0,0,4.4,8.8,1.8,3.1,2.2,4,6.1,1.3,0.4,0.4,1.3,6.1,10.5,NA
"Stanko Barac",20.2027397260274,"Center","2014-15",17.8,4,6.8,4,6.8,0,0,2,2.4,4.6,0.8,0,0.4,1,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2015,2,2.6,8.1,13.8,0,0,8.1,13.8,4,4.9,4,5.3,9.3,1.6,0,0.8,2,3.2,20.2,NA
"Stanko Barac",20.2027397260274,"Center","2015-16",16.3,2.5,4.8,2.5,4.8,0,0,0.9,1.3,3.5,0.6,0.2,0.3,1.1,2.4,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,"http://www.basketball-reference.com/players/b/baracst01.html",2016,1.4,2.1,5.5,10.5,0,0.1,5.5,10.5,1.9,2.8,3.1,4.6,7.7,1.3,0.5,0.7,2.4,5.3,12.8,NA
