"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg3_per_g","fg3a_per_g","fg2_per_g","fg2a_per_g","efg_pct","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","mp","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","games","player_stats$link[i]","Year"
"Lior Eliyahu",20.2739726027397,"Forward","2012-13",17.2,3.1,6.5,0,0.1,3.1,6.4,0.483,1,1.3,0.9,2.2,3.1,2.1,0.7,0.2,1.2,1.4,7.3,396,6.5,13.5,0,0.2,6.5,13.4,2.2,2.7,1.8,4.6,6.5,4.4,1.5,0.5,2.5,2.9,15.3,23,"http://www.basketball-reference.com/players/e/eliyali01.html",2013
"Lior Eliyahu",20.2739726027397,"Forward","2013-14",25.3,4.7,9.3,0,0,4.7,9.3,0.5,0.3,1,1.7,3.1,4.7,2.5,0.9,0.5,1.9,2.1,9.6,380,6.6,13.3,0,0,6.6,13.3,0.4,1.4,2.4,4.4,6.7,3.5,1.2,0.7,2.7,2.9,13.6,15,"http://www.basketball-reference.com/players/e/eliyali01.html",2014
"Lior Eliyahu",20.2739726027397,"Forward","2014-15",25.1,5,9.7,0,0,5,9.7,0.515,0.8,1.5,0.6,2.6,3.2,2.1,1,0.4,1.4,3,10.8,251,7.2,13.9,0,0,7.2,13.9,1.1,2.2,0.9,3.7,4.6,3,1.4,0.6,2,4.3,15.5,10,"http://www.basketball-reference.com/players/e/eliyali01.html",2015
"Lior Eliyahu",20.2739726027397,"Forward","2015-16",21.9,4.8,10.2,0,0.2,4.8,10,0.477,0.8,1.4,1.7,3.2,4.9,2.8,0.8,0.2,1.6,2.8,10.5,285,8,16.7,0,0.3,8,16.4,1.3,2.3,2.8,5.3,8.1,4.5,1.4,0.4,2.7,4.7,17.2,13,"http://www.basketball-reference.com/players/e/eliyali01.html",2016
"Lior Eliyahu",20.2739726027397,"Forward","2016-17",15.2,3.1,6.3,0,0.1,3.1,6.2,0.496,0.7,1.2,1.1,2.3,3.4,1.9,0.6,0.2,0.8,2.1,6.9,273,7.4,14.9,0,0.3,7.4,14.6,1.6,2.9,2.6,5.4,8,4.5,1.5,0.5,2,4.9,16.4,18,"http://www.basketball-reference.com/players/e/eliyali01.html",2017
"Vladimir Veremeenko",21.1369863013699,"Forward","2006-07",22.6,2.7,5.4,0.6,1.6,2.1,3.8,0.556,2,2.3,2.3,3.9,6.2,1.5,0.7,0.5,2.1,1.9,8,226,4.3,8.6,1,2.5,3.3,6.1,3.2,3.7,3.7,6.2,9.9,2.4,1.1,0.8,3.3,3,12.7,10,"http://www.basketball-reference.com/players/v/veremvl01.html",2007
"Vladimir Veremeenko",21.1369863013699,"Forward","2007-08",15,2.1,4.1,0.8,1.6,1.3,2.6,0.608,0.9,1.2,1.1,2.1,3.2,1.1,0.9,0.4,1.2,2.2,5.9,135,5.1,9.9,1.9,3.7,3.2,6.1,2.1,2.9,2.7,5.1,7.7,2.7,2.1,1.1,2.9,5.3,14.1,9,"http://www.basketball-reference.com/players/v/veremvl01.html",2008
"Vladimir Veremeenko",21.1369863013699,"Forward","2008-09",29.4,3.9,6.7,0.6,1.2,3.3,5.4,0.625,3.4,4.6,1.9,5.4,7.3,1.3,0.8,1.2,2.8,3.1,11.8,265,4.8,8.2,0.7,1.5,4.1,6.7,4.2,5.6,2.3,6.7,9,1.6,1,1.5,3.4,3.8,14.4,9,"http://www.basketball-reference.com/players/v/veremvl01.html",2009
"Vladimir Veremeenko",21.1369863013699,"Forward","2009-10",26.6,3.5,6,0.6,1.5,2.9,4.5,0.632,0.9,1.2,1.7,3.6,5.3,1.4,0.8,0.7,1.3,3,8.5,319,4.7,8.1,0.8,2,3.9,6.1,1.2,1.6,2.3,4.9,7.1,1.9,1.1,0.9,1.7,4.1,11.5,12,"http://www.basketball-reference.com/players/v/veremvl01.html",2010
"Vladimir Veremeenko",21.1369863013699,"Forward","2010-11",20.7,2.6,4.3,0.1,0.3,2.5,4,0.61,2.6,3.4,1.1,3.8,4.9,1.3,1.1,0.3,1.4,2.7,7.8,331,4.5,7.4,0.1,0.4,4.4,7,4.6,6,1.8,6.6,8.5,2.2,1.8,0.4,2.4,4.7,13.6,16,"http://www.basketball-reference.com/players/v/veremvl01.html",2011
"Vladimir Veremeenko",21.1369863013699,"Forward","2011-12",25.8,3.2,6.2,0.1,0.3,3.1,5.9,0.519,2.1,2.9,2.4,3.6,6,0.8,0.7,0.9,1.7,3.5,8.5,439,4.4,8.7,0.2,0.4,4.3,8.3,2.9,4.1,3.4,5,8.4,1.1,1,1.2,2.4,4.8,11.9,17,"http://www.basketball-reference.com/players/v/veremvl01.html",2012
"Vladimir Veremeenko",21.1369863013699,"Forward","2012-13",20.6,3.1,5.9,0,0.1,3.1,5.8,0.524,1.9,2.7,1.4,3,4.4,0.9,0.9,0.3,1.5,3.1,8,288,5.4,10.2,0,0.1,5.4,10.1,3.2,4.7,2.5,5.2,7.7,1.6,1.6,0.5,2.6,5.4,14,14,"http://www.basketball-reference.com/players/v/veremvl01.html",2013
"Vladimir Veremeenko",21.1369863013699,"Forward","2013-14",18,2.4,3.2,0,0,2.4,3.2,0.75,1.9,2.4,1.9,1.8,3.7,0.3,0.7,0.5,1,3,6.6,432,4.7,6.3,0,0,4.7,6.3,3.7,4.8,3.8,3.6,7.4,0.7,1.3,0.9,2.1,6,13.2,24,"http://www.basketball-reference.com/players/v/veremvl01.html",2014
"Vladimir Veremeenko",21.1369863013699,"Forward","2014-15",19.1,3.4,5.5,0.2,0.7,3.2,4.8,0.623,2.2,3.2,1.6,2.6,4.3,1,0.4,0.5,1.4,2.6,9.1,420,6.3,10.5,0.3,1.4,6,9.1,4.2,6,3.1,5,8.1,1.9,0.8,0.9,2.6,5,17.2,22,"http://www.basketball-reference.com/players/v/veremvl01.html",2015
"Vladimir Veremeenko",21.1369863013699,"Forward","2015-16",21.6,3.2,5.2,0.1,0.2,3.1,5,0.617,2,2.5,2,3,5,1.3,0.6,0.4,1.4,3.3,8.4,884,5.3,8.7,0.2,0.4,5.1,8.3,3.3,4.2,3.4,5,8.4,2.2,1.1,0.7,2.3,5.5,14,41,"http://www.basketball-reference.com/players/v/veremvl01.html",2016
"Vladimir Veremeenko",21.1369863013699,"Forward","2016-17",7.6,1,1.7,0,0,1,1.7,0.571,0.2,0.5,0.8,0.7,1.4,0.4,0.1,0.1,0.5,1.8,2.1,159,4.5,7.9,0,0,4.5,7.9,1.1,2.5,3.6,3.2,6.8,1.8,0.5,0.7,2.3,8.6,10.2,21,"http://www.basketball-reference.com/players/v/veremvl01.html",2017
"Cheikh Samb",21.3917808219178,"Center","2009-10",3,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,1,"http://www.basketball-reference.com/players/s/sambch01.html",2010
"Yotam Halperin",22.3505707762557,"Guard","2001-02",2,0,0.7,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0.3,0.3,0,6,0,12,0,6,0,6,0,0,0,0,0,0,0,0,6,6,0,3,"http://www.basketball-reference.com/players/h/halpeyo01.html",2002
"Yotam Halperin",22.3505707762557,"Guard","2002-03",4.1,0.4,0.4,0.1,0.1,0.3,0.3,1.167,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0,0.4,0.5,1,33,3.3,3.3,1.1,1.1,2.2,2.2,1.1,2.2,1.1,1.1,2.2,1.1,1.1,0,3.3,4.4,8.7,8,"http://www.basketball-reference.com/players/h/halpeyo01.html",2003
"Yotam Halperin",22.3505707762557,"Guard","2003-04",6.4,0.6,1.5,0.2,0.6,0.4,0.8,0.46,0.7,0.8,0.1,0.9,1.1,0.8,0.5,0,0.2,0.9,2.1,109,3.3,8.3,1,3.6,2.3,4.6,4,4.6,0.7,5.3,5.9,4.3,2.6,0,1,5,11.6,17,"http://www.basketball-reference.com/players/h/halpeyo01.html",2004
"Yotam Halperin",22.3505707762557,"Guard","2004-05",10.1,0.9,2.2,0.4,0.9,0.5,1.3,0.515,0.5,0.7,0.4,0.7,1.1,0.7,0.5,0.1,0.3,1.3,2.7,152,3.3,7.8,1.4,3.3,1.9,4.5,1.7,2.6,1.4,2.6,4,2.4,1.7,0.2,1.2,4.7,9.7,15,"http://www.basketball-reference.com/players/h/halpeyo01.html",2005
"Yotam Halperin",22.3505707762557,"Guard","2005-06",36.1,4.9,10.5,1.6,4.2,3.3,6.3,0.537,2.6,2.9,0.5,2.6,3.1,3.6,2.2,0.1,2.4,1.8,13.9,505,4.8,10.5,1.6,4.2,3.3,6.3,2.6,2.9,0.5,2.6,3.1,3.6,2.2,0.1,2.4,1.8,13.8,14,"http://www.basketball-reference.com/players/h/halpeyo01.html",2006
"Yotam Halperin",22.3505707762557,"Guard","2006-07",24.7,2.2,5.9,0.8,2.4,1.4,3.5,0.442,1.2,1.4,0.3,1.8,2.1,2,1.1,0.1,1.5,2.3,6.5,469,3.2,8.7,1.2,3.5,2,5.1,1.8,2.1,0.5,2.6,3.1,2.9,1.6,0.1,2.1,3.4,9.4,19,"http://www.basketball-reference.com/players/h/halpeyo01.html",2007
"Yotam Halperin",22.3505707762557,"Guard","2007-08",28.1,3.5,6.6,1.3,2.9,2.2,3.7,0.634,1.9,2.2,0.4,1.8,2.1,4,1,0.1,1.7,1.4,10.2,703,4.5,8.4,1.6,3.7,2.9,4.7,2.5,2.8,0.5,2.3,2.7,5.1,1.3,0.2,2.2,1.8,13.1,25,"http://www.basketball-reference.com/players/h/halpeyo01.html",2008
"Yotam Halperin",22.3505707762557,"Guard","2008-09",21.5,2.6,4.4,1.1,2.2,1.6,2.2,0.715,1.4,1.8,0.3,1.7,2,1.7,1.1,0.2,0.7,1.6,7.8,1011,4.4,7.4,1.8,3.7,2.6,3.7,2.4,3,0.5,2.8,3.3,2.8,1.9,0.3,1.2,2.6,13,47,"http://www.basketball-reference.com/players/h/halpeyo01.html",2009
"Yotam Halperin",22.3505707762557,"Guard","2009-10",16.9,2.2,3.9,0.8,1.9,1.5,2,0.656,1.3,1.5,0.4,0.7,1.1,1.4,0.7,0.1,1.1,1.4,6.5,677,4.7,8.3,1.6,4.1,3.1,4.3,2.8,3.2,0.9,1.4,2.3,3,1.4,0.2,2.4,2.9,13.8,40,"http://www.basketball-reference.com/players/h/halpeyo01.html",2010
"Yotam Halperin",22.3505707762557,"Guard","2010-11",18.7,2.5,4.7,1.1,2.4,1.4,2.3,0.655,1,1.2,0.5,1.5,1.9,1.7,1.1,0.1,0.8,1.6,7.2,616,4.9,9.1,2.2,4.7,2.7,4.4,1.9,2.2,0.9,2.9,3.7,3.3,2.1,0.2,1.5,3.1,13.8,33,"http://www.basketball-reference.com/players/h/halpeyo01.html",2011
"Yotam Halperin",22.3505707762557,"Guard","2011-12",29.6,2.4,5.9,1.4,2.9,1.1,3,0.524,2.6,3.1,0.1,2.3,2.4,5.3,0.9,0.1,2.3,1.5,8.9,414,3,7.2,1.7,3.6,1.3,3.7,3.2,3.7,0.2,2.8,3,6.4,1,0.2,2.8,1.8,10.8,14,"http://www.basketball-reference.com/players/h/halpeyo01.html",2012
"Yotam Halperin",22.3505707762557,"Guard","2013-14",34.3,4.3,8.2,1.7,4.1,2.6,4.2,0.619,1.6,1.8,0.3,2.4,2.7,4.8,1,0.2,1.6,1.7,11.7,686,4.5,8.6,1.7,4.3,2.7,4.4,1.6,1.9,0.3,2.5,2.8,5,1,0.2,1.7,1.7,12.3,20,"http://www.basketball-reference.com/players/h/halpeyo01.html",2014
"Yotam Halperin",22.3505707762557,"Guard","2014-15",24.1,2.2,5,0.9,2.6,1.3,2.4,0.533,1,1.2,0,2.2,2.2,3,0.7,0,1.8,1.2,6.3,217,3.3,7.5,1.3,3.8,2,3.6,1.5,1.8,0,3.3,3.3,4.5,1,0,2.7,1.8,9.5,9,"http://www.basketball-reference.com/players/h/halpeyo01.html",2015
"Yotam Halperin",22.3505707762557,"Guard","2015-16",20.4,1.9,4.1,0.6,2.1,1.3,2,0.553,0.7,0.8,0.4,1,1.4,1.9,0.4,0,1.2,1.4,5.2,286,3.4,7.2,1.1,3.7,2.3,3.5,1.3,1.4,0.8,1.8,2.5,3.3,0.8,0,2.1,2.4,9.2,14,"http://www.basketball-reference.com/players/h/halpeyo01.html",2016
"Yotam Halperin",22.3505707762557,"Guard","2016-17",18.9,1.4,3.5,0.8,2.3,0.6,1.2,0.532,0.9,1.1,0.2,1.4,1.7,3.9,0.5,0,0.7,1.3,4.7,340,2.8,6.7,1.6,4.3,1.2,2.3,1.8,2,0.4,2.8,3.2,7.5,1,0,1.4,2.5,8.9,18,"http://www.basketball-reference.com/players/h/halpeyo01.html",2017
"Ejike Ugboaja",21.0109589041096,"Forward","2009-10",24,6,10,0.5,1.5,5.5,8.5,0.625,0.5,0.5,2.5,2,4.5,0,0.5,0,1,2,13,48,9,15,0.7,2.3,8.2,12.7,0.7,0.7,3.7,3,6.8,0,0.7,0,1.5,3,19.5,2,"http://www.basketball-reference.com/players/u/ugboaej01.html",2010
"Edin Bavcic",21.0109589041096,"Center/Forward","2007-08",28.2,3.3,7.5,1.7,3.8,1.6,3.7,0.544,1,1.9,1.2,3.2,4.3,1.3,0.6,0.4,1.2,3.5,9.2,338,4.2,9.6,2.1,4.9,2,4.7,1.3,2.4,1.5,4,5.5,1.6,0.7,0.5,1.5,4.5,11.7,12,"http://www.basketball-reference.com/players/b/bavcied01.html",2008
"Edin Bavcic",21.0109589041096,"Center/Forward","2009-10",23.1,1.6,4.5,0.6,2.5,1,2,0.422,1.4,2,1.5,2.5,4,0.5,0.3,0,1.4,2.9,5.2,231,2.5,7,0.9,3.9,1.6,3.1,2.2,3.1,2.3,3.9,6.2,0.8,0.5,0,2.2,4.5,8.1,10,"http://www.basketball-reference.com/players/b/bavcied01.html",2010
"Edin Bavcic",21.0109589041096,"Center/Forward","2010-11",23,3.2,6.2,0.8,2,2.4,4.2,0.581,1.2,2.3,2.5,3.6,6.1,0.7,0.6,0.3,1.8,2.9,9,230,5,9.7,1.3,3.1,3.8,6.6,1.9,3.6,3.9,5.6,9.5,1.1,0.9,0.5,2.8,4.5,14.1,10,"http://www.basketball-reference.com/players/b/bavcied01.html",2011
"Edin Bavcic",21.0109589041096,"Center/Forward","2011-12",23.8,3.4,7,0.5,1.7,2.9,5.3,0.524,2.4,4,1.6,3.6,5.2,0.9,0.2,0.3,1.2,2.3,9.8,499,5.2,10.7,0.8,2.6,4.4,8.1,3.6,6.1,2.5,5.5,7.9,1.4,0.4,0.5,1.9,3.5,14.8,21,"http://www.basketball-reference.com/players/b/bavcied01.html",2012
"Edin Bavcic",21.0109589041096,"Center/Forward","2012-13",17.7,2.1,4.4,0.4,1.4,1.7,3,0.524,1.8,3.1,1.1,2.1,3.2,0.5,0.3,0.3,1.5,2,6.3,424,4.2,8.9,0.8,2.9,3.4,6,3.6,6.4,2.2,4.3,6.5,0.9,0.5,0.5,3,4.2,12.9,24,"http://www.basketball-reference.com/players/b/bavcied01.html",2013
"Edin Bavcic",21.0109589041096,"Center/Forward","2013-14",26.3,2.5,5.8,0.7,2.2,1.9,3.5,0.497,2.8,4.7,2,2.8,4.7,0.9,0.5,0.1,1.6,2.8,8.5,683,3.5,7.9,0.9,3.1,2.6,4.8,3.8,6.4,2.7,3.8,6.5,1.2,0.7,0.2,2.2,3.9,11.6,26,"http://www.basketball-reference.com/players/b/bavcied01.html",2014
"Edin Bavcic",21.0109589041096,"Center/Forward","2016-17",19.9,2.4,5.4,0.9,2.6,1.5,2.8,0.526,1.4,2.9,1.4,1.9,3.4,1,0.3,0.1,0.9,3.4,7.1,359,4.3,9.7,1.6,4.6,2.7,5.1,2.5,5.3,2.6,3.5,6.1,1.8,0.5,0.2,1.7,6.1,12.7,18,"http://www.basketball-reference.com/players/b/bavcied01.html",2017
"Damir Markota",20.5699771689498,"Power Forward","2003-04",2,1,2,0,1,1,1,0.5,0,0,0,1,1,0,0,0,0,0,2,2,18,36,0,18,18,18,0,0,0,18,18,0,0,0,0,0,36,1,"http://www.basketball-reference.com/players/m/markoda01.html",2004
"Damir Markota",20.5699771689498,"Power Forward","2004-05",13.5,1.4,4,0.5,1.9,0.9,2.1,0.398,0.4,0.7,0.5,1.5,2,0.4,0.4,0.1,0.7,1.5,3.5,149,3.6,10.6,1.2,5.1,2.4,5.6,1,1.9,1.4,3.9,5.3,1,1,0.2,1.9,4.1,9.4,11,"http://www.basketball-reference.com/players/m/markoda01.html",2005
"Damir Markota",20.5699771689498,"Power Forward","2005-06",20.2,2.9,6.4,1.1,3.3,1.9,3.1,0.545,0.8,1.4,1.2,3.9,5.1,0.6,0.4,0.3,1.5,1.8,7.8,384,5.2,11.3,1.9,5.8,3.4,5.5,1.5,2.4,2.2,6.9,9.1,1.1,0.7,0.6,2.6,3.3,13.9,19,"http://www.basketball-reference.com/players/m/markoda01.html",2006
"Damir Markota",20.5699771689498,"Power Forward","2007-08",13.3,1.3,3.8,0.3,1.7,1,2.2,0.391,0.5,0.5,0.3,1.7,2,0.8,0.3,0.2,1.2,1.2,3.5,80,3.6,10.4,0.9,4.5,2.7,5.9,1.4,1.4,0.9,4.5,5.4,2.3,0.9,0.5,3.2,3.2,9.5,6,"http://www.basketball-reference.com/players/m/markoda01.html",2008
"Damir Markota",20.5699771689498,"Power Forward","2008-09",14.8,2.2,4.3,0.9,2,1.3,2.3,0.607,0.5,1.2,1,2.4,3.3,0.4,0.3,0.3,0.8,1.3,5.8,415,5.3,10.5,2.2,4.9,3.1,5.6,1.2,2.9,2.3,5.7,8.1,1,0.8,0.8,1.9,3.1,14,28,"http://www.basketball-reference.com/players/m/markoda01.html",2009
"Damir Markota",20.5699771689498,"Power Forward","2009-10",17.8,1.6,3.9,0.8,2.5,0.8,1.3,0.508,0.5,0.8,0.8,2.6,3.4,1,0.7,0.3,1.1,1.4,4.4,890,3.2,7.8,1.5,5.1,1.7,2.7,0.9,1.6,1.7,5.2,6.9,2,1.3,0.5,2.1,2.9,8.9,50,"http://www.basketball-reference.com/players/m/markoda01.html",2010
"Damir Markota",20.5699771689498,"Power Forward","2010-11",26.3,3.1,7.6,0.9,3.4,2.1,4.2,0.465,1.4,1.9,1.5,2.9,4.5,1.9,0.7,0.1,1.9,1.7,8.5,395,4.2,10.4,1.3,4.6,2.9,5.7,1.9,2.6,2.1,4,6.1,2.6,1,0.2,2.6,2.4,11.6,15,"http://www.basketball-reference.com/players/m/markoda01.html",2011
"Damir Markota",20.5699771689498,"Power Forward","2011-12",26,1.7,3.9,0.3,2,1.4,1.9,0.481,1,1.4,2.4,3.6,6,1.4,0.4,0.1,2,0.4,4.7,182,2.4,5.3,0.4,2.8,2,2.6,1.4,2,3.4,4.9,8.3,2,0.6,0.2,2.8,0.6,6.5,7,"http://www.basketball-reference.com/players/m/markoda01.html",2012
"Damir Markota",20.5699771689498,"Power Forward","2012-13",24.3,3,7,0.9,2.9,2.1,4.1,0.497,1.8,2.1,1.4,3.7,5.1,1.4,0.7,0.2,1.4,1.4,8.7,583,4.4,10.3,1.4,4.3,3.1,6.1,2.6,3.1,2.1,5.5,7.6,2,1,0.2,2.1,2,12.8,24,"http://www.basketball-reference.com/players/m/markoda01.html",2013
"Damir Markota",20.5699771689498,"Power Forward","2013-14",20.8,2.6,5.3,1,2.8,1.5,2.6,0.583,0.9,1.2,1.3,2.6,3.9,1,0.6,0.2,0.9,1.4,7.1,895,4.5,9.2,1.8,4.8,2.7,4.4,1.5,2.1,2.2,4.5,6.7,1.7,1,0.3,1.6,2.4,12.2,43,"http://www.basketball-reference.com/players/m/markoda01.html",2014
"Fran Vazquez",22.0849315068493,NA,"2001-02",7.7,0.8,2.5,0.2,1.3,0.7,1.2,0.367,0.3,0.7,0.3,1.8,2.2,0.3,0.7,1,0,0.7,2.2,46,3.9,11.7,0.8,6.3,3.1,5.5,1.6,3.1,1.6,8.6,10.2,1.6,3.1,4.7,0,3.1,10.2,6,"http://www.basketball-reference.com/players/v/vazqufr01.html",2002
"Fran Vazquez",22.0849315068493,NA,"2002-03",7,0.8,1.6,0,0,0.8,1.6,0.462,0.5,0.8,0.6,0.7,1.3,0,0.2,0.4,0.4,1,2,168,3.9,8.4,0,0,3.9,8.4,2.6,3.9,3.2,3.6,6.9,0,1.1,1.9,2.1,5.4,10.3,24,"http://www.basketball-reference.com/players/v/vazqufr01.html",2003
"Fran Vazquez",22.0849315068493,NA,"2003-04",19.4,3.1,5.6,0,0,3.1,5.6,0.553,1.3,2,1.4,3.1,4.5,0.2,0.4,1.5,0.8,2.4,7.6,871,5.8,10.5,0,0,5.8,10.5,2.5,3.7,2.6,5.7,8.3,0.4,0.7,2.8,1.6,4.5,14.1,45,"http://www.basketball-reference.com/players/v/vazqufr01.html",2004
"Fran Vazquez",22.0849315068493,NA,"2004-05",22.5,4.2,6.6,0,0.1,4.1,6.5,0.632,1.6,2.6,2.1,3.4,5.4,0.4,0.6,1.4,1,2.8,10,1078,6.7,10.6,0,0.1,6.6,10.5,2.6,4.1,3.3,5.4,8.7,0.6,1,2.3,1.6,4.4,16,48,"http://www.basketball-reference.com/players/v/vazqufr01.html",2005
"Fran Vazquez",22.0849315068493,NA,"2005-06",21.9,3.3,6.7,0.3,0.9,3,5.7,0.52,1.4,2.1,1.2,3.4,4.6,0.8,0.9,1.3,1,2.7,8.3,745,5.5,11,0.5,1.5,5,9.4,2.3,3.4,2,5.6,7.6,1.3,1.4,2.2,1.7,4.4,13.7,34,"http://www.basketball-reference.com/players/v/vazqufr01.html",2006
"Fran Vazquez",22.0849315068493,NA,"2006-07",18.7,3.1,5.6,0,0,3.1,5.6,0.548,0.9,1.3,1.2,2.6,3.8,0.9,0.6,1.7,1,2.5,7.1,1045,5.9,10.9,0,0.1,5.9,10.8,1.8,2.4,2.3,4.9,7.2,1.7,1.2,3.2,1.9,4.8,13.7,56,"http://www.basketball-reference.com/players/v/vazqufr01.html",2007
"Fran Vazquez",22.0849315068493,NA,"2007-08",15.6,2.8,5.2,0,0.1,2.8,5.1,0.537,0.9,1.3,1,1.9,2.9,0.5,0.5,1,0.7,2.3,6.5,888,6.4,12,0,0.3,6.4,11.7,2.1,2.9,2.4,4.4,6.8,1.1,1.1,2.2,1.7,5.3,15,57,"http://www.basketball-reference.com/players/v/vazqufr01.html",2008
"Fran Vazquez",22.0849315068493,NA,"2008-09",20.6,4.3,6.2,0,0,4.3,6.1,0.694,2,2.8,2.1,3.8,5.8,0.7,0.6,1.7,0.7,2.3,10.6,1112,7.5,10.8,0,0.1,7.5,10.7,3.6,4.9,3.6,6.6,10.2,1.2,1.1,2.9,1.2,4,18.5,54,"http://www.basketball-reference.com/players/v/vazqufr01.html",2009
"Fran Vazquez",22.0849315068493,NA,"2009-10",18.2,3.2,4.9,0,0,3.2,4.9,0.663,1,1.5,1.1,2.8,3.9,0.6,0.7,1.3,0.6,2.4,7.4,1020,6.4,9.6,0,0,6.4,9.6,1.9,2.9,2.2,5.5,7.6,1.2,1.3,2.5,1.1,4.8,14.7,56,"http://www.basketball-reference.com/players/v/vazqufr01.html",2010
"Fran Vazquez",22.0849315068493,NA,"2010-11",17.9,2.8,4.8,0,0,2.8,4.8,0.588,1.1,1.5,1.5,3.2,4.8,0.6,0.5,1.3,0.7,2,6.7,951,5.7,9.7,0,0,5.7,9.6,2.2,3,3.1,6.5,9.6,1.1,1.1,2.6,1.3,4.1,13.5,53,"http://www.basketball-reference.com/players/v/vazqufr01.html",2011
"Fran Vazquez",22.0849315068493,NA,"2011-12",15,2.3,3.7,0,0.1,2.3,3.6,0.61,0.8,1.1,1.1,2.7,3.9,0.3,0.3,1,0.5,1.8,5.3,827,5.4,8.9,0,0.3,5.4,8.7,1.8,2.6,2.7,6.5,9.2,0.8,0.7,2.5,1.3,4.4,12.7,55,"http://www.basketball-reference.com/players/v/vazqufr01.html",2012
"Fran Vazquez",22.0849315068493,NA,"2012-13",17.1,2.7,4.6,0,0,2.6,4.5,0.584,0.9,1.1,1.3,2.6,3.9,0.4,0.4,1.1,0.8,2.6,6.2,956,5.6,9.6,0,0.1,5.6,9.6,1.8,2.4,2.8,5.4,8.2,0.8,0.9,2.2,1.7,5.4,13.1,56,"http://www.basketball-reference.com/players/v/vazqufr01.html",2013
"Fran Vazquez",22.0849315068493,NA,"2013-14",18.6,3.1,5.3,0,0,3.1,5.3,0.584,0.9,1.3,1.9,2.8,4.7,0.4,0.8,1.5,0.9,2.5,7.1,986,6,10.2,0,0,6,10.2,1.8,2.6,3.7,5.4,9.1,0.8,1.5,2.8,1.8,4.9,13.7,53,"http://www.basketball-reference.com/players/v/vazqufr01.html",2014
"Fran Vazquez",22.0849315068493,NA,"2014-15",20.2,3.1,5.3,0,0,3.1,5.3,0.577,1.4,2,1.8,2.9,4.8,0.8,0.7,0.8,0.8,2.2,7.6,1170,5.5,9.5,0,0,5.5,9.5,2.5,3.6,3.3,5.2,8.5,1.4,1.2,1.5,1.4,3.9,13.5,58,"http://www.basketball-reference.com/players/v/vazqufr01.html",2015
"Fran Vazquez",22.0849315068493,NA,"2015-16",15.2,2.4,4.4,0,0,2.4,4.4,0.534,0.5,0.8,1,2.2,3.2,0.4,0.3,0.5,0.7,2.2,5.2,866,5.6,10.5,0,0,5.6,10.5,1.2,1.8,2.5,5.2,7.7,0.9,0.7,1.2,1.7,5.2,12.4,57,"http://www.basketball-reference.com/players/v/vazqufr01.html",2016
"Fran Vazquez",22.0849315068493,NA,"2016-17",15.8,3.7,5.7,0,0,3.7,5.7,0.662,1.1,1.5,1,2.5,3.4,1,0.3,0.5,0.7,1.3,8.6,363,8.5,12.9,0,0,8.5,12.9,2.6,3.5,2.2,5.7,7.8,2.4,0.8,1.2,1.5,2.9,19.6,23,"http://www.basketball-reference.com/players/v/vazqufr01.html",2017
"Yaroslav Korolev",18.0684931506849,"Small Forward","2004-05",2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"http://www.basketball-reference.com/players/k/korolya01.html",2005
"Yaroslav Korolev",18.0684931506849,"Small Forward","2007-08",4.8,0.5,1,0.5,1,0,0,0.75,0,0.3,0,0.3,0.3,0.3,0,0,0,0.3,1.5,19,3.8,7.6,3.8,7.6,0,0,0,1.9,0,1.9,1.9,1.9,0,0,0,1.9,11.4,4,"http://www.basketball-reference.com/players/k/korolya01.html",2008
"Yaroslav Korolev",18.0684931506849,"Small Forward","2008-09",4,0.3,1,0.3,0.3,0,0.7,0.5,0.7,0.7,0,0.3,0.3,0.7,0.3,0,0.3,0.7,1.7,12,3,9,3,3,0,6,6,6,0,3,3,6,3,0,3,6,15,3,"http://www.basketball-reference.com/players/k/korolya01.html",2009
"Yaroslav Korolev",18.0684931506849,"Small Forward","2010-11",20.3,2.6,7.5,0.7,3.2,1.9,4.3,0.396,2.6,3.2,0.5,2.1,2.6,0.7,0.7,0.2,1.8,2.2,8.5,366,4.6,13.3,1.3,5.7,3.3,7.6,4.5,5.6,0.9,3.7,4.6,1.3,1.2,0.4,3.2,3.8,15,18,"http://www.basketball-reference.com/players/k/korolya01.html",2011
