"PlayerId","Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","sos-dum","sos","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","poss-dum","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ws-dum","ows","dws","ws","ws_per_40","bpm-dum","obpm","dbpm","bpm","games","school_link","conf_link","Year"
2098,"Greyson Allen",21.2,"PG/SG","2017-18",0.512,2.6,6.5,2.6,3.1,0.6,3.1,4.5,1.2,1.5,2.1,15.6,NA,9.87,NA,10.59,NA,10.91,NA,6.42,6.4,12.87,3.2,5.67,3.2,7.2,3.3,3.51,4.23,5.04,1.35,0.09,1.71,2.6,19.3,8.7,19.4,0.449,4.4,8.5,0.512,4.4,10.9,0.4,4.5,5.2,0.849,6.3,7.6,2.1,0.1,2.6,3.6,26.2,NA,133.8,104.8,549,20.9,0.599,0.561,0.561,0.27,261,2.2,9.7,6.2,20.4,2.1,0.2,10.5,20.2,NA,2.1,0.7,2.8,0.206,NA,8,1,8.9,2.6,"http://www.sports-reference.com/cbb/schools/duke/2018.html","http://www.sports-reference.com/cbb/conferences/acc/2018.html",2018
2099,"Brandon McCoy",19.6,"PG/SG","2017-18",27.6,7.2,11.6,7.1,11.5,0.1,0.1,4.2,5.9,2.9,7,9.9,0.5,0.7,1.5,3.2,2.6,18.6,NA,-2.08,10.4,15.12,10.3,15.03,0.1,0.09,6,7.74,12.96,0.72,0.9,1.98,4.23,3.7,26.9,13.8,22.3,0.619,13.7,22.2,0.617,0.1,0.1,1,8,11.4,0.703,19.1,1,1.4,2.9,6.2,5,35.7,NA,113.8,92.8,470,27.8,0.645,0.622,0.005,0.513,277,12.8,24.1,19.1,3.8,1.4,4.6,18.3,29.2,NA,1.4,1.1,2.5,0.211,NA,1.1,0.8,1.9,17,"http://www.sports-reference.com/cbb/schools/nevada-las-vegas/2018.html","http://www.sports-reference.com/cbb/conferences/mwc/2018.html",2018
2100,"Khyri Thomas",22.2,"SG","2015-16",18.6,2.4,5.1,1.7,3.5,0.7,1.6,0.7,1.4,0.8,2.9,3.7,1.4,1,0.1,1.1,1.9,6.2,35,34,5.2,9.9,3.7,6.75,1.5,3.15,1.6,2.7,7.11,2.61,1.89,0.18,2.07,4,13.4,7.2,15.2,0.471,5.2,10.4,0.496,2,4.8,0.418,2.2,4.2,0.521,10.9,4,2.9,0.3,3.2,5.5,18.6,NA,104.9,99,634,15,0.539,0.537,0.316,0.276,214,5.1,16.4,10.9,12.7,2.9,0.5,15.8,18.1,NA,0.7,1.1,1.8,0.116,NA,1.9,3.7,5.6,34,"http://www.sports-reference.com/cbb/schools/creighton/2016.html","http://www.sports-reference.com/cbb/conferences/big-east/2016.html",2016
2100,"Khyri Thomas",22.2,"SG","2016-17",9.2,0.505,3.3,0.568,1.3,0.393,1.7,0.766,1.5,5.8,3.3,1.5,0.4,2,1.6,12.3,18,18,29.6,5.2,6,10.62,4.3,6.75,1.7,3.87,2.2,2.52,6.66,3.87,1.71,0.45,2.25,2,15.8,8.2,16.2,0.505,5.9,10.3,0.568,2.3,5.9,0.393,3,3.9,0.766,10.1,5.9,2.6,0.8,3.5,2.8,21.6,NA,116.1,99,1093,19.8,0.599,0.576,0.362,0.238,457,5.8,14.5,10.4,17.1,2.6,1.4,16.1,19.3,NA,2.6,1.9,4.5,0.163,NA,5.2,5,10.1,31.2,"http://www.sports-reference.com/cbb/schools/creighton/2017.html","http://www.sports-reference.com/cbb/conferences/big-east/2017.html",2017
2100,"Khyri Thomas",22.2,"SG","2017-18",3.5,6,0.583,4.8,0.356,2.4,0.818,3.2,4.2,1.3,0.2,1.7,1.8,14.2,NA,6.44,NA,8.95,NA,3.65,7.1,13.23,4.7,7.29,2.3,5.85,2.7,2.97,5.13,3.69,1.62,0.27,2.07,2.4,19.2,9.4,19.5,0.482,6.3,10.8,0.583,3.1,8.7,0.356,3.6,4.4,0.818,7.6,5.5,2.4,0.4,3.1,3.2,25.5,NA,116.9,98.3,532,19.7,0.591,0.562,0.446,0.226,253,4.1,10.9,7.8,16.4,2.4,0.7,12.6,22.2,NA,1.4,1,2.4,0.179,NA,4.6,2.8,7.4,10.8,"http://www.sports-reference.com/cbb/schools/creighton/2018.html","http://www.sports-reference.com/cbb/conferences/big-east/2018.html",2018
2101,"Keita Bates-Diop",19.5,"C","2014-15",9.9,1.3,2.8,0.8,1.6,0.5,1.2,0.6,0.8,0.4,1.7,2.1,0.5,0.3,0.6,0.4,0.7,3.8,33,33,5.4,10.26,3.2,5.94,2.2,4.32,2.3,3.06,7.47,1.89,1.17,2.07,1.44,2.9,15.3,8.2,17.2,0.473,4.8,10,0.481,3.3,7.2,0.462,3.5,5.2,0.679,12.6,3.2,2,3.5,2.4,4.4,23.2,NA,119.7,91.8,327,21.6,0.588,0.57,0.419,0.301,115,4.9,18.9,12.2,9.5,2,6.7,10.9,18.9,NA,0.8,0.7,1.6,0.193,NA,3.5,4.9,8.4,33,"http://www.sports-reference.com/cbb/schools/ohio-state/2015.html","http://www.sports-reference.com/cbb/conferences/big-ten/2015.html",2015
2101,"Keita Bates-Diop",19.5,"C","2015-16",9.4,0.453,3.2,0.525,1.1,0.324,2.1,0.787,1.4,6.4,1.1,0.7,1.2,1.4,1.8,11.8,9,3,23.3,4.1,5.4,10.8,4,6.93,1.4,3.87,2.7,3.06,7.29,1.26,0.81,1.44,1.53,2.3,14.9,8,17.7,0.453,6,11.4,0.525,2,6.3,0.324,4,5.1,0.787,11.9,2,1.4,2.3,2.6,3.5,22.1,NA,111.5,98.8,1040,18.1,0.549,0.511,0.357,0.286,363,5.1,16.5,11,7.2,1.4,4.3,11.3,19.5,NA,1.9,1.8,3.7,0.141,NA,2.3,3.6,6,31.5,"http://www.sports-reference.com/cbb/schools/ohio-state/2016.html","http://www.sports-reference.com/cbb/conferences/big-ten/2016.html",2016
2101,"Keita Bates-Diop",19.5,"C","2016-17",3.8,6.6,0.576,1.7,0.2,1.6,0.714,3.9,5.2,0.2,1.3,1.6,1.4,9.7,18,18,31.6,7.6,14.2,0.533,7,12.69,6.5,10.08,0.6,2.61,1.9,2.43,8.1,2.07,0.36,2.07,2.43,2.5,16.6,10.3,20.5,0.5,9.4,16.4,0.576,0.8,4.2,0.2,2.8,3.9,0.714,13,3.3,0.6,3.3,3.9,3.6,24.1,NA,104.1,100.5,210,18.8,0.539,0.52,0.203,0.189,82,6.7,17.6,12.5,12.2,0.6,6.5,14.8,22.9,NA,0.3,0.3,0.6,0.117,NA,0.7,3.8,4.5,8.2,"http://www.sports-reference.com/cbb/schools/ohio-state/2017.html","http://www.sports-reference.com/cbb/conferences/big-ten/2017.html",2017
2101,"Keita Bates-Diop",19.5,"C","2017-18",0.599,2.2,5.2,3.1,3.7,1.4,7.4,1.3,1.2,1.8,1.9,20.3,NA,7.37,NA,7.08,NA,7.28,NA,6.63,9.6,16.11,6.8,10.26,2.7,5.85,3.9,4.23,9.99,1.44,1.35,1.8,1.98,2.5,25.7,13.6,25.5,0.533,9.7,16.2,0.599,3.9,9.3,0.419,5.5,6.7,0.821,15.8,2.3,2.1,2.8,3.2,3.5,36.5,NA,123.5,90.7,569,30.2,0.638,0.61,0.365,0.263,315,5.5,25.5,16.2,8.4,2.1,5.8,10,28.1,NA,2.2,1.5,3.7,0.258,NA,6.5,4.6,11.1,5.4,"http://www.sports-reference.com/cbb/schools/ohio-state/2018.html","http://www.sports-reference.com/cbb/conferences/big-ten/2018.html",2018
2102,"Justin Jackson",21.6,"SG","2016-17",27.8,3.5,8.1,2.2,4.9,1.4,3.2,2,2.9,1.8,4.3,6,0.9,0.9,0.8,1.6,2.2,10.5,11,10,5.1,10.44,3.1,6.39,2,4.14,2.9,3.78,7.83,1.17,1.17,0.99,2.16,3.1,15.1,7.5,17.1,0.438,4.5,10.3,0.438,2.9,6.7,0.438,4.3,6.1,0.698,12.7,2,1.9,1.7,3.4,4.6,22.2,NA,108.4,98.6,919,17,0.555,0.524,0.393,0.36,327,7.4,16.9,12.3,6.8,1.9,2.9,14.7,20.2,NA,1.5,1.6,3.1,0.134,NA,2.1,3,5.1,33,"http://www.sports-reference.com/cbb/schools/maryland/2017.html","http://www.sports-reference.com/cbb/conferences/big-ten/2017.html",2017
2102,"Justin Jackson",21.6,"SG","2017-18",9.2,0.366,2.5,0.443,0.9,0.25,2.2,0.828,2.5,8.1,1.9,0.8,0.8,2.9,1.4,9.8,NA,8.29,NA,4.35,4.6,11.25,3.3,6.84,1.2,4.5,3,3.24,9.9,2.34,0.99,0.99,3.6,1.9,13.4,6.7,18.2,0.366,4.9,11,0.443,1.8,7.2,0.25,4.3,5.2,0.828,16.1,3.8,1.6,1.6,5.8,2.7,19.5,NA,94.5,94.2,323,13.7,0.47,0.416,0.396,0.287,118,10.8,20.3,16,12.1,1.6,2.9,21.8,22.8,NA,0.1,0.7,0.8,0.101,NA,-0.7,3.8,3.1,29.4,"http://www.sports-reference.com/cbb/schools/maryland/2018.html","http://www.sports-reference.com/cbb/conferences/big-ten/2018.html",2018
2103,"Jarrey Foster",21.9,"SF","2015-16",17.4,1.8,4.2,1.4,2.9,0.4,1.3,0.8,1.6,1.4,2,3.4,1.3,0.3,0.4,0.9,1.6,4.9,34,32,4.2,8.73,3.2,6.03,1,2.79,1.8,3.33,6.93,2.79,0.72,0.72,1.89,3.7,11.2,6.4,14.7,0.433,4.9,10.1,0.483,1.5,4.6,0.325,2.8,5.6,0.5,11.7,4.6,1.2,1.3,3.2,5.6,17,NA,108.6,99.4,523,13.5,0.491,0.484,0.315,0.378,162,10,12.3,11.2,12.5,1.2,2.5,15.7,17.2,NA,0.7,0.9,1.6,0.125,NA,2.2,2.1,4.2,30,"http://www.sports-reference.com/cbb/schools/southern-methodist/2016.html","http://www.sports-reference.com/cbb/conferences/aac/2016.html",2016
2103,"Jarrey Foster",21.9,"SF","2016-17",7.2,0.533,2.9,0.57,0.9,0.444,1.3,0.579,2.4,5.2,2.1,0.6,0.8,1.3,2.4,9.9,18,18,33.9,5.3,5.2,8.73,3.9,6.12,1.3,2.61,1.8,2.7,6.3,2.61,0.72,0.99,1.53,3.2,13.4,8.1,15.2,0.533,6.1,10.7,0.57,2,4.5,0.444,2.7,4.7,0.579,11,4.6,1.3,1.7,2.7,5.1,21,NA,125.6,97.6,1005,19.4,0.6,0.598,0.295,0.311,343,9.9,10.7,10.3,13.9,1.3,3.7,13.4,16.9,NA,2.8,1.9,4.7,0.187,NA,5.3,3.7,9,29.6,"http://www.sports-reference.com/cbb/schools/southern-methodist/2017.html","http://www.sports-reference.com/cbb/conferences/aac/2017.html",2017
2103,"Jarrey Foster",21.9,"SF","2017-18",4.2,8,0.528,3.4,0.323,2.9,0.698,3.3,6.2,0.8,1.3,1.6,2,13.8,NA,4.56,NA,4.45,NA,2.06,6.3,12.15,5,8.46,1.3,3.69,2.4,3.15,6.57,2.97,0.81,1.35,1.62,2.4,16.3,9.6,20.5,0.466,7.6,14.3,0.528,2,6.2,0.323,3.7,5.3,0.698,11.1,5.1,1.4,2.3,2.8,3.6,24.8,NA,118.1,96.3,611,20.5,0.539,0.515,0.301,0.257,255,10.1,11.5,10.8,16.9,1.4,5,10.8,22,NA,1.7,1.3,2.9,0.191,NA,3.5,3.3,6.8,11.4,"http://www.sports-reference.com/cbb/schools/southern-methodist/2018.html","http://www.sports-reference.com/cbb/conferences/aac/2018.html",2018
2104,"Jalen Hudson",20.8,"SF/PF","2014-15",16.7,2.5,5.2,2,3.6,0.5,1.7,1.5,2.3,0.7,1.3,2,1.2,0.5,0.3,1.6,1.8,6.9,35,24,6,11.25,4.9,7.65,1.1,3.6,3.5,4.95,4.23,2.52,1.17,0.63,3.42,4.3,16.6,9.3,19.5,0.479,7.6,13.3,0.57,1.8,6.2,0.283,5.5,8.5,0.644,7.4,4.3,2,1.2,6,6.8,25.9,NA,98.7,109,535,16,0.55,0.524,0.317,0.437,217,5.4,9,7.2,15.9,2,2.2,20.2,26.2,NA,0.6,0.3,0.9,0.069,NA,1.1,-0.1,1,32,"http://www.sports-reference.com/cbb/schools/virginia-tech/2015.html","http://www.sports-reference.com/cbb/conferences/acc/2015.html",2015
2104,"Jalen Hudson",20.8,"SF/PF","2015-16",7.1,0.401,2,0.428,0.8,0.346,1.9,0.67,0.6,2.3,0.6,0.6,0.1,1.4,1.9,8.4,17,9,25.3,5.4,5.7,12.69,4.1,8.55,1.6,4.14,3.8,5.13,4.05,1.08,1.08,0.27,2.52,3.8,16.7,8.1,20.3,0.401,5.8,13.6,0.428,2.3,6.6,0.346,5.5,8.2,0.67,6.5,1.7,1.7,0.4,4,5.5,24,NA,96.1,106.1,700,11.8,0.497,0.457,0.328,0.405,265,3.3,9.5,6.5,6.3,1.7,0.8,14.3,24.5,NA,0.4,0.7,1.1,0.063,NA,-0.9,0.2,-0.7,20,"http://www.sports-reference.com/cbb/schools/virginia-tech/2016.html","http://www.sports-reference.com/cbb/conferences/acc/2016.html",2016
2104,"Jalen Hudson",20.8,"SF/PF","2017-18",2.9,5.2,0.557,5.9,0.42,4.4,0.693,3.3,3.7,0.7,0.5,1,2,16.2,NA,5.32,NA,7.53,NA,7.23,8.5,15.75,4.6,7.38,3.9,8.37,4.8,6.3,5.31,1.53,0.99,0.72,1.44,3.2,25.7,12,24.8,0.484,6.5,11.6,0.557,5.5,13.2,0.42,6.8,9.9,0.693,8.3,2.4,1.6,1.2,2.2,4.5,36.4,NA,124.9,103.9,430,25.4,0.617,0.596,0.532,0.399,230,1.7,15.3,8.2,8.9,1.6,2.2,7.1,27.3,NA,1.7,0.6,2.2,0.208,NA,7.4,-0.5,6.9,11.1,"http://www.sports-reference.com/cbb/schools/florida/2018.html","http://www.sports-reference.com/cbb/conferences/sec/2018.html",2018
2105,"Daniel Gafford",21,"SG","2017-18",21.8,4.6,7.1,4.6,7.1,0,0,2.8,5.1,1.8,4.3,6.1,0.9,0.6,2,1.1,3.5,11.9,NA,7.56,8.4,11.7,8.4,11.7,0,0,5.1,8.46,9.99,1.53,0.99,3.33,1.71,6.5,21.9,11.4,17.6,0.645,11.4,17.6,0.645,0,0,NA,6.8,12.7,0.54,15,2.3,1.5,5,2.6,8.7,29.6,NA,124.5,95.9,371,27.2,0.625,0.645,0,0.719,190,9.4,21.8,15.8,7.7,1.5,10.3,10,23.2,NA,1.3,0.8,2.1,0.223,NA,3.4,6.5,9.8,17,"http://www.sports-reference.com/cbb/schools/arkansas/2018.html","http://www.sports-reference.com/cbb/conferences/sec/2018.html",2018
2106,"Chimezie Metu",21.6,"SG","2015-16",18.5,2.6,5,2.6,5,0,0,1.2,2.4,1.6,2,3.6,0.5,0.6,1.6,1.1,2.5,6.4,36,36,5.6,9.72,5.6,9.72,0,0.09,2.6,4.59,7.02,0.99,1.08,3.06,2.07,5.4,13.8,7.7,14.9,0.518,7.7,14.8,0.521,0,0.1,0,3.6,7,0.513,10.8,1.6,1.7,4.7,3.2,7.5,19.1,NA,104.7,101.2,628,16.7,0.522,0.518,0.006,0.471,217,9.5,11.1,10.3,5,1.7,8.2,14.7,18.5,NA,0.7,1,1.7,0.107,NA,0,5.5,5.5,34,"http://www.sports-reference.com/cbb/schools/southern-california/2016.html","http://www.sports-reference.com/cbb/conferences/pac-12/2016.html",2016
2106,"Chimezie Metu",21.6,"SG","2016-17",10.2,0.552,5.6,0.552,0,0.5,3.6,0.741,2,7.8,1.4,0.8,1.5,2.1,2.5,14.8,18,17,29.4,6.5,7.2,11.7,7.1,11.61,0,0.09,4.6,5.58,8.91,1.62,0.9,1.8,2.43,3.2,18.9,10.2,18.5,0.552,10.2,18.4,0.552,0.1,0.1,0.5,6.5,8.8,0.741,14.2,2.5,1.4,2.8,3.8,4.5,27,NA,114.6,103.1,1128,22.5,0.595,0.553,0.005,0.475,500,7.5,20.3,14,8.9,1.4,4.9,14.5,23.1,NA,2.8,1.5,4.3,0.152,NA,1.5,3,4.5,31.3,"http://www.sports-reference.com/cbb/schools/southern-california/2017.html","http://www.sports-reference.com/cbb/conferences/pac-12/2017.html",2017
2106,"Chimezie Metu",21.6,"SG","2017-18",6,11,0.545,1.1,0.45,4.7,0.753,5.6,7.6,0.7,1.7,2.1,2.6,17.1,NA,7.64,NA,6.4,NA,4.71,8.8,14.85,8.2,13.5,0.7,1.35,4.8,5.76,9.27,1.89,0.9,2.07,2.52,3.6,23.2,12.5,23.3,0.537,11.5,21.2,0.545,1,2.1,0.45,6.8,9.1,0.753,14.5,3,1.4,3.3,4,5,32.8,NA,117.6,98.6,529,26,0.594,0.557,0.092,0.39,281,8,21.4,14.8,10.6,1.4,6.6,12.5,27.4,NA,1.7,1,2.6,0.2,NA,3.1,3.4,6.5,12.1,"http://www.sports-reference.com/cbb/schools/southern-california/2018.html","http://www.sports-reference.com/cbb/conferences/pac-12/2018.html",2018
2107,"Jevon Carter",19.2,"PF/C","2014-15",23.8,2.7,7.5,1.3,3.2,1.4,4.4,1.3,1.7,1.1,1.2,2.3,1.8,1.9,0.1,1.2,1.9,8.1,35,35,4.6,11.43,2.3,4.77,2.3,6.66,2.3,2.61,3.51,2.7,2.88,0.09,1.8,3.2,13.7,6.6,18.5,0.36,3.3,7.8,0.423,3.4,10.7,0.314,3.3,4.3,0.77,5.7,4.3,4.7,0.2,2.9,4.7,19.9,NA,108.1,96.6,832,15.6,0.486,0.451,0.58,0.231,276,4.6,7.2,5.7,14.8,4.7,0.5,12.3,18.9,NA,1.3,1.5,2.8,0.135,NA,4.4,3.2,7.6,35,"http://www.sports-reference.com/cbb/schools/west-virginia/2015.html","http://www.sports-reference.com/cbb/conferences/big-12/2015.html",2015
2107,"Jevon Carter",19.2,"PF/C","2015-16",8.3,0.383,1.9,0.459,1.3,0.306,1.9,0.744,0.7,2.9,3.3,1.7,0.3,1.7,2.4,9.5,37,36,32,4.5,4.6,10.8,2.8,5.4,1.8,5.31,2.8,3.33,3.69,4.23,2.16,0.36,2.16,3.5,13.7,6.5,16.9,0.383,3.9,8.5,0.459,2.6,8.4,0.306,3.9,5.2,0.744,5.8,6.6,3.4,0.5,3.4,5,19.4,NA,110.8,95.2,970,15.1,0.5,0.459,0.497,0.31,344,2.7,9.7,5.9,21.2,3.4,1.2,14.8,18.6,NA,1.6,2,3.6,0.15,NA,3.7,4.2,7.9,27.7,"http://www.sports-reference.com/cbb/schools/west-virginia/2016.html","http://www.sports-reference.com/cbb/conferences/big-12/2016.html",2016
2107,"Jevon Carter",19.2,"PF/C","2016-17",2.5,5.2,0.487,5,0.389,3.4,0.774,3.9,5,2.5,0.2,1.8,2.6,13.5,17,17,34.4,5.2,12.4,0.422,5.6,11.52,3.2,5.85,2.4,5.67,3.2,3.78,5.58,4.14,2.79,0.27,2.07,3.2,16.9,7.8,17.9,0.439,4.4,9.1,0.487,3.4,8.7,0.389,4.5,5.9,0.774,8.7,6.5,4.3,0.4,3.2,4.5,23.6,NA,120.4,89.6,1184,21.2,0.572,0.534,0.489,0.328,494,3.4,14.8,8.8,20.5,4.3,0.9,13.3,19.9,NA,3.2,3.1,6.3,0.213,NA,6.7,5.5,12.2,10.2,"http://www.sports-reference.com/cbb/schools/west-virginia/2017.html","http://www.sports-reference.com/cbb/conferences/big-12/2017.html",2017
2107,"Jevon Carter",19.2,"PF/C","2017-18",0.43,2.2,5.3,4.2,5,1.1,4.3,6.5,3.6,2.8,2.9,16.8,NA,9.29,NA,9.78,NA,9.67,NA,3.77,6.1,13.05,3.6,7.47,2.5,5.58,4.9,5.22,5.58,6.75,3.78,0.54,2.88,3.4,19.6,8.3,19.7,0.422,4.9,11.3,0.43,3.5,8.4,0.411,6.6,7.9,0.835,8.5,10.3,5.7,0.8,4.4,4.7,26.7,NA,120.9,84.1,584,25.6,0.569,0.509,0.427,0.403,307,3.1,14.3,8.4,34.2,5.7,2,15.8,23.2,NA,1.9,1.9,3.8,0.26,NA,7.6,6.2,13.7,3.1,"http://www.sports-reference.com/cbb/schools/west-virginia/2018.html","http://www.sports-reference.com/cbb/conferences/big-12/2018.html",2018
2108,"Chandler Hutchinson",20.8,"PF/C","2014-15",12.3,1.1,3,0.9,2.5,0.1,0.5,0.8,1.3,0.8,1.2,2,0.8,0.5,0.1,0.5,1.4,3.1,31,8,3.5,8.73,3,7.38,0.4,1.44,2.7,3.69,5.76,2.34,1.44,0.36,1.53,4.7,10.1,5.5,15.6,0.356,4.8,13.1,0.37,0.7,2.5,0.286,4.3,6.6,0.649,10.2,4.1,2.5,0.7,2.7,7.5,16.1,NA,99.6,95.4,358,12.2,0.43,0.379,0.161,0.425,105,8.1,12.3,10.3,12.5,2.5,1.4,12.5,18.9,NA,0.3,0.7,1,0.113,NA,-1.5,2.7,1.1,29,"http://www.sports-reference.com/cbb/schools/boise-state/2015.html","http://www.sports-reference.com/cbb/conferences/mwc/2015.html",2015
2108,"Chandler Hutchinson",20.8,"PF/C","2015-16",5.2,0.497,2.5,0.52,0.1,0.231,1.6,0.636,1.6,4.1,1.3,0.7,0.4,1,2.1,6.8,32,32,31.7,6.5,5.2,9.45,5,8.64,0.2,0.72,3.2,4.5,7.47,2.43,1.26,0.63,1.8,4.2,13.8,7.4,14.9,0.497,7.1,13.7,0.52,0.3,1.2,0.231,4.5,7.1,0.636,11.7,3.8,1.9,1,2.9,6,19.6,NA,113,99.7,615,17.1,0.537,0.506,0.081,0.478,231,9.7,15.1,12.3,12.8,1.9,2.1,13.6,18.5,NA,1.2,1,2.2,0.145,NA,0.8,2.9,3.8,19.8,"http://www.sports-reference.com/cbb/schools/boise-state/2016.html","http://www.sports-reference.com/cbb/conferences/mwc/2016.html",2016
2108,"Chandler Hutchinson",20.8,"PF/C","2016-17",5.7,10.9,0.519,2.2,0.377,5.5,0.665,6.6,7.8,1.2,0.2,2.7,2.7,17.4,17,17,29.8,6.4,13.6,0.472,8.2,14.85,7.1,12.42,1,2.43,4.6,6.21,8.91,2.97,1.35,0.18,3.06,3.4,22,11.6,23.4,0.495,10.1,19.6,0.519,1.5,3.9,0.377,6.6,9.9,0.665,14,4.7,2.2,0.3,4.8,4.9,31.2,NA,107.8,98.4,1014,22.4,0.555,0.526,0.165,0.421,536,4.4,23.8,14.2,19.3,2.2,0.6,14.6,28.9,NA,2.2,1.8,4,0.159,NA,1.9,2.6,4.5,13.1,"http://www.sports-reference.com/cbb/schools/boise-state/2017.html","http://www.sports-reference.com/cbb/conferences/mwc/2017.html",2017
2108,"Chandler Hutchinson",20.8,"PF/C","2017-18",0.488,1.5,3.5,5.5,7.8,1,7.4,3.4,1.2,3.6,2.4,19.8,NA,1.38,NA,3.12,NA,2.72,NA,2.9,8.6,16.38,6.6,12.24,2,4.23,7.3,9.36,10.17,4.05,1.53,0.18,4.32,3.2,26.5,12,25.4,0.472,9.3,18.9,0.488,2.8,6.5,0.424,10.2,14.5,0.705,15.8,6.3,2.3,0.3,6.7,4.4,37,NA,108.7,88.5,507,25.5,0.572,0.526,0.255,0.571,331,4,27,16.1,24,2.3,0.6,17.2,34.6,NA,1.4,1.4,2.8,0.221,NA,2.5,4.7,7.2,4.9,"http://www.sports-reference.com/cbb/schools/boise-state/2018.html","http://www.sports-reference.com/cbb/conferences/mwc/2018.html",2018
2109,"Jontay Porter",22.3,"PG","2017-18",23.4,2.5,5.9,1.5,2.9,1.1,3,2.4,2.9,1.5,5.3,6.8,2.1,1.1,2.2,1.8,2.8,8.5,NA,4.91,4.3,9.09,2.5,4.41,1.8,4.59,4.1,4.5,10.44,3.24,1.62,3.42,2.7,4.7,14.6,6.4,14.8,0.43,3.7,7.3,0.51,2.7,7.6,0.353,6.1,7.4,0.82,17,5.3,2.7,5.6,4.4,7,21.5,NA,117.4,88.2,397,23,0.586,0.52,0.51,0.5,156,8,24,16.7,16.8,2.7,10.1,19.5,19.6,NA,1,1.1,2.1,0.21,NA,4,8.8,12.8,17,"http://www.sports-reference.com/cbb/schools/missouri/2018.html","http://www.sports-reference.com/cbb/conferences/sec/2018.html",2018
2110,"Markus Howard",21.7,"SG","2016-17",22,4.4,8.7,1.7,3.8,2.6,4.8,1.8,2,0.3,1.9,2.2,2.3,0.8,0.1,2,2.5,13.2,18,17,8,14.22,3.2,6.3,4.8,7.92,3.3,3.33,3.69,3.69,1.35,0.09,3.33,4.6,24.1,11.2,22.2,0.506,4.5,9.8,0.454,6.8,12.4,0.547,4.6,5.2,0.889,5.7,5.8,2.1,0.2,5.2,6.5,33.9,NA,120.2,109.3,681,23.1,0.686,0.658,0.558,0.234,365,1.6,10.3,6.1,19.9,2.1,0.3,17.4,26.7,NA,2.4,0.5,2.9,0.169,NA,8.2,-1.4,6.8,31,"http://www.sports-reference.com/cbb/schools/marquette/2017.html","http://www.sports-reference.com/cbb/conferences/big-east/2017.html",2017
2110,"Markus Howard",21.7,"SG","2017-18",16.3,0.476,4.1,0.593,3.7,0.392,3.1,1,0.3,3.2,2.8,0.7,0.1,2.1,2.4,22.3,NA,8.6,NA,6.57,9.7,18.27,5.1,7.65,4.6,10.62,3.8,3.42,3.6,3.15,0.81,0.09,2.34,3,27.8,13.8,29,0.476,7.2,12.1,0.593,6.6,16.8,0.392,5.4,5.4,1,5.7,5,1.3,0.1,3.6,4.3,39.6,NA,123.5,113.4,578,25.4,0.628,0.59,0.582,0.187,353,1.3,11.6,6.3,18.9,1.3,0.2,10.4,30.9,NA,2.5,0.2,2.7,0.189,NA,8.3,-3.2,5.1,32.1,"http://www.sports-reference.com/cbb/schools/marquette/2018.html","http://www.sports-reference.com/cbb/conferences/big-east/2018.html",2018
2111,"Landry Shamet",18.1,"C","2015-16",17.7,2.3,5.3,1.3,2,1,3.3,3,4,1,1.7,2.7,1.7,1.7,0.3,0.7,2.7,8.7,36,35,5.3,10.89,3,4.05,2.3,6.75,6.8,8.19,5.4,3.42,3.42,0.72,1.35,6,19.6,8,18.3,0.438,4.6,6.8,0.667,3.4,11.4,0.3,10.3,13.7,0.75,9.1,5.7,5.7,1.1,2.3,9.1,29.7,NA,130.4,82.8,53,27.8,0.599,0.531,0.625,0.75,26,6.2,11.3,8.7,19.5,5.7,2.5,8.4,23.1,NA,0.2,0.2,0.4,0.298,NA,9.2,6.3,15.5,3,"http://www.sports-reference.com/cbb/schools/wichita-state/2016.html","http://www.sports-reference.com/cbb/conferences/mvc/2016.html",2016
