"PlayerId","Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","sos-dum","sos","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","poss-dum","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ws-dum","ows","dws","ws","ws_per_40","bpm-dum","obpm","dbpm","bpm","games","school_link","conf_link","Year"
2111,"Landry Shamet",18.1,"C","2016-17",7.9,0.472,1.8,0.516,2,0.439,1.9,0.802,0.6,2.8,3.3,0.7,0.2,1.1,2.1,11.4,17,17,29.5,5.2,5.6,10.71,2.6,4.59,3,6.12,2.9,3.24,3.78,4.41,0.99,0.27,1.44,3.2,17.1,8.1,17.1,0.472,3.8,7.3,0.516,4.3,9.8,0.439,4.1,5.2,0.802,6.1,7,1.6,0.4,2.3,4.6,24.6,NA,132.1,95,961,20.2,0.629,0.598,0.573,0.301,401,2.5,8.8,5.8,22.2,1.6,0.9,10.7,18.8,NA,3.4,2,5.4,0.227,NA,7.2,2.5,9.7,26.7,"http://www.sports-reference.com/cbb/schools/wichita-state/2017.html","http://www.sports-reference.com/cbb/conferences/mvc/2017.html",2017
2111,"Landry Shamet",18.1,"C","2017-18",2.5,4.4,0.568,5.2,0.523,3.3,0.839,2.6,2.9,0.8,0.2,1.9,1.7,15.8,NA,4.24,NA,2.96,NA,2.74,7,11.61,3.3,5.31,3.7,6.3,3.7,4.05,3.6,6.12,0.99,0.27,2.34,2.3,21.4,9.7,17.9,0.543,4.6,8.2,0.568,5.1,9.7,0.523,5.2,6.2,0.839,5.5,9.4,1.5,0.4,3.6,3.2,29.8,NA,138.3,99.1,502,25,0.713,0.685,0.543,0.346,261,1.2,9.2,5.5,29.1,1.5,0.9,14.9,21.2,NA,2.3,0.9,3.2,0.258,NA,9.3,0.8,10.1,9.5,"http://www.sports-reference.com/cbb/schools/wichita-state/2018.html","http://www.sports-reference.com/cbb/conferences/aac/2018.html",2018
2112,"Nickeil Alexander-Walker",18.8,"PG","2017-18",24.5,4.1,8.2,2.4,4,1.7,4.2,2.1,2.7,0.6,3.4,4,1.7,0.7,0.7,1.8,1.6,11.9,NA,-0.18,6.6,11.97,3.9,5.85,2.7,6.12,3.4,3.96,5.85,2.43,1.08,1.08,2.61,2.5,19.4,9.1,18.3,0.497,5.3,8.9,0.597,3.7,9.3,0.4,4.7,6.1,0.776,8.9,3.7,1.6,1.6,4,3.5,26.6,NA,113.9,98.3,441,19.4,0.628,0.599,0.51,0.333,195,3,15,9.7,12,1.6,3.1,15.8,22.7,NA,1,0.8,1.8,0.164,NA,3.4,2.1,5.5,18,"http://www.sports-reference.com/cbb/schools/virginia-tech/2018.html","http://www.sports-reference.com/cbb/conferences/acc/2018.html",2018
2113,"Austin Wiley",20.8,"PG","2016-17",18,3.2,5.4,3.2,5.4,0,0,2.4,5,2.3,2.4,4.7,0.2,0.2,1.3,1.8,2.6,8.8,NA,7.33,7.1,10.89,7.1,10.89,0,0,5.4,9.9,9.36,0.45,0.45,2.7,3.6,5.7,19.5,9.4,16.1,0.584,9.4,16.1,0.584,0,0,NA,7.2,14.6,0.491,13.9,0.6,0.6,4,5.3,7.6,25.9,NA,103.1,106.6,414,19.1,0.564,0.584,0,0.912,195,13.3,14.5,13.9,2.5,0.6,8,18.6,24.5,NA,0.6,0.4,1,0.095,NA,-1.2,1.6,0.4,23,"http://www.sports-reference.com/cbb/schools/auburn/2017.html","http://www.sports-reference.com/cbb/conferences/sec/2017.html",2017
2115,"Aaron Holiday",19.3,"PG","2015-16",31.7,3.6,9,2.3,6.1,1.2,2.9,2,2.8,0.6,2.4,3,4,1.4,0.3,2.9,3.2,10.3,36,0,4.5,10.26,3,6.93,1.5,3.33,2.5,3.15,3.42,4.5,1.62,0.27,3.24,4.1,13.1,6.3,15.9,0.394,4.1,10.8,0.383,2.2,5.1,0.419,3.5,4.9,0.727,5.3,7,2.5,0.4,5.1,5.7,18.3,NA,96.1,108.1,1013,11.4,0.5,0.462,0.322,0.304,351,2,7.8,5,21.1,2.5,0.8,21.8,19.9,NA,0.5,0.9,1.4,0.054,NA,0.9,1.9,2.7,32,"http://www.sports-reference.com/cbb/schools/ucla/2016.html","http://www.sports-reference.com/cbb/conferences/pac-12/2016.html",2016
2115,"Aaron Holiday",19.3,"PG","2016-17",8.6,0.485,2.7,0.539,1.5,0.411,2.4,0.793,0.3,2.9,4.4,1.1,0.2,2.4,2.3,12.3,18,18,36.9,6.2,6.3,11.7,4.1,6.84,2.2,4.86,3.7,4.23,3.87,5.94,1.44,0.27,3.33,3.4,18.5,8.5,17.5,0.485,5.5,10.2,0.539,3,7.3,0.411,5,6.3,0.793,5.8,8.9,2.2,0.3,4.9,4.6,25,NA,115.1,104.9,952,18.8,0.61,0.571,0.417,0.359,462,1.5,9.4,5.9,24.3,2.2,0.6,19.4,22.5,NA,2.5,1.1,3.6,0.15,NA,4.4,0.6,5,26.4,"http://www.sports-reference.com/cbb/schools/ucla/2017.html","http://www.sports-reference.com/cbb/conferences/pac-12/2017.html",2017
2115,"Aaron Holiday",19.3,"PG","2017-18",4.1,8,0.514,5.3,0.4,5.4,0.796,3.3,3.8,1.6,0.2,3.5,2.5,18.9,NA,9.69,NA,6.39,NA,4.37,6.7,12.96,4.5,7.83,2.3,5.13,4.7,5.31,3.78,5.13,1.53,0.18,3.42,2.7,20.5,9.2,19.6,0.469,6.1,11.8,0.514,3.1,7.8,0.4,6.4,8.1,0.796,5.7,7.7,2.3,0.3,5.2,3.7,28,NA,113.6,104.6,665,19.9,0.595,0.548,0.397,0.41,344,1.5,9.3,5.6,26.2,2.3,0.6,18.1,24.9,NA,1.7,0.8,2.6,0.155,NA,5.3,0,5.2,13.3,"http://www.sports-reference.com/cbb/schools/ucla/2018.html","http://www.sports-reference.com/cbb/conferences/pac-12/2018.html",2018
2116,"Tyus Battle",19,"C","2016-17",30.7,3.7,8.6,2,3.8,1.8,4.8,2.1,2.6,0.3,1.8,2.1,1.7,1.3,0.2,1.1,1.9,11.3,18,18,4.9,10.08,2.6,4.41,2.3,5.67,2.7,3.06,2.52,1.98,1.53,0.27,1.35,2.5,14.8,7.2,16.5,0.433,3.8,7.3,0.519,3.4,9.3,0.366,4,5,0.798,4.1,3.3,2.5,0.5,2.2,3.7,21.7,NA,116.4,109,1044,15.2,0.574,0.536,0.56,0.304,344,1.1,6.4,3.9,10.5,2.5,0.9,10.4,18.2,NA,2.1,0.8,2.9,0.112,NA,4.2,0.5,4.7,34,"http://www.sports-reference.com/cbb/schools/syracuse/2017.html","http://www.sports-reference.com/cbb/conferences/acc/2017.html",2017
2116,"Tyus Battle",19,"C","2017-18",16.2,0.421,4.5,0.488,2.3,0.333,4.1,0.82,0.4,2.8,1.4,1.9,0.3,2.4,2.4,20.1,NA,8.46,NA,6.75,7.1,15.3,4.7,8.64,2.4,6.57,4.2,4.68,2.7,1.35,1.8,0.27,2.34,2.5,21,10.9,25.8,0.421,7.2,14.7,0.488,3.7,11.1,0.333,6.5,7.9,0.82,4.5,2.2,3,0.4,3.9,3.8,31.9,NA,111,100.8,689,18.5,0.54,0.493,0.432,0.305,312,1.3,6.9,4.1,8.9,3,1,11.6,27.8,NA,1.6,1.1,2.7,0.157,NA,3.3,0.6,3.9,38.3,"http://www.sports-reference.com/cbb/schools/syracuse/2018.html","http://www.sports-reference.com/cbb/conferences/acc/2018.html",2018
2117,"O'Shae Brissett",19.9,"SF/PF","2017-18",37.9,4.3,13,3.1,9,1.2,4,5.4,6.8,2.7,6.9,9.6,1.1,1,0.6,1.6,2.1,15.2,NA,6.75,4.5,12.33,3.3,8.55,1.2,3.78,5.7,6.48,9.09,1.08,0.99,0.54,1.44,2.2,16,6.9,20.9,0.329,5,14.5,0.346,1.9,6.4,0.292,8.7,11,0.797,15.4,1.8,1.6,1,2.5,3.4,24.4,NA,109.1,96.7,682,17.2,0.467,0.374,0.308,0.526,266,8,20.2,14.2,6.2,1.6,2.1,8.7,23.8,NA,1.2,1.4,2.6,0.153,NA,0,1.6,1.6,18,"http://www.sports-reference.com/cbb/schools/syracuse/2018.html","http://www.sports-reference.com/cbb/conferences/acc/2018.html",2018
2118,"Devontae Graham",21.2,"PG","2014-15",17.8,1.6,4,1,2.7,0.6,1.4,1.9,2.6,0.3,1.2,1.5,2.1,0.9,0,1.1,1.5,5.7,38,36,3.6,8.19,2.2,5.4,1.3,2.79,4.3,5.31,2.97,4.23,1.71,0,2.34,3.4,12.7,5.3,13.6,0.393,3.4,8.9,0.377,2,4.6,0.425,6.4,8.8,0.724,5,7.1,2.9,0,3.8,5.1,19,NA,109.7,100.6,517,14.7,0.536,0.466,0.342,0.65,174,1.8,7.1,4.6,23,2.9,0,17.7,18.3,NA,0.9,0.7,1.7,0.128,NA,3.6,1.7,5.4,29,"http://www.sports-reference.com/cbb/schools/kansas/2015.html","http://www.sports-reference.com/cbb/conferences/big-12/2015.html",2015
2118,"Devontae Graham",21.2,"PG","2015-16",8.2,0.46,1.8,0.483,2,0.441,1.8,0.744,0.3,3.3,3.7,1.4,0.1,1.7,2.1,11.3,36,36,35.3,4.4,4.7,9.09,2.2,4.14,2.4,4.95,2.2,2.61,3.69,4.05,1.62,0.18,1.89,2.6,13.9,6.7,14.5,0.46,3.2,6.6,0.483,3.5,7.9,0.441,3.1,4.2,0.744,5.9,6.5,2.5,0.2,3,3.8,19.9,NA,120.7,98.6,1238,16.8,0.604,0.58,0.543,0.288,436,1.3,9.9,5.9,19.1,2.5,0.4,15.2,16.9,NA,2.9,2.2,5.1,0.164,NA,6.2,3.7,9.9,32.6,"http://www.sports-reference.com/cbb/schools/kansas/2016.html","http://www.sports-reference.com/cbb/conferences/big-12/2016.html",2016
2118,"Devontae Graham",21.2,"PG","2016-17",1.8,3.5,0.504,6.7,0.388,2.6,0.793,2.6,3.1,1.5,0.2,1.8,1.6,13.4,17,17,35.6,5.4,12.6,0.428,4.9,10.44,2,3.51,3,6.84,2.3,2.61,3.15,4.23,1.53,0.18,1.8,1.8,15.2,6.9,16.2,0.428,2.8,5.5,0.504,4.1,10.7,0.388,3.2,4.1,0.793,4.9,6.6,2.4,0.3,2.8,2.5,21.2,NA,121.7,103.4,1269,17.4,0.586,0.556,0.659,0.251,487,1.6,7.9,4.9,19.2,2.4,0.6,13.5,18,NA,3.3,1.7,4.9,0.155,NA,6.8,2.2,9,10.2,"http://www.sports-reference.com/cbb/schools/kansas/2017.html","http://www.sports-reference.com/cbb/conferences/big-12/2017.html",2017
2118,"Devontae Graham",21.2,"PG","2017-18",0.416,3.2,7.4,4.4,4.9,0.4,3,7.4,2,2.8,1.4,18.4,NA,12.13,NA,11.22,NA,12.23,NA,7.71,6.1,12.78,2.4,5.31,3.6,7.47,4.9,4.95,3.42,7.47,1.98,0.09,2.79,1.5,20.7,8.4,19.6,0.428,3.4,8.1,0.416,5,11.5,0.437,6.8,7.7,0.881,5.3,11.4,3.1,0.2,4.3,2.1,28.6,NA,126.7,100,606,24.7,0.614,0.556,0.586,0.391,350,1.4,8.6,5.3,31.5,3.1,0.4,15.6,24.3,NA,2.6,1,3.6,0.237,NA,8.1,1.6,9.7,2.2,"http://www.sports-reference.com/cbb/schools/kansas/2018.html","http://www.sports-reference.com/cbb/conferences/big-12/2018.html",2018
2119,"Rawle Alkins",18.4,"C","2016-17",28,3.9,8.4,2.7,5.1,1.2,3.2,2,2.7,1.5,3.4,4.9,2.1,0.9,0.5,1.8,2.2,10.9,9,8,5.5,10.71,3.8,6.57,1.7,4.14,2.9,3.51,6.39,2.61,1.17,0.63,2.34,3.1,15.6,8.2,17.7,0.463,5.7,10.9,0.521,2.5,6.8,0.37,4.2,5.8,0.733,10.5,4.4,1.9,1,3.8,4.6,23.2,NA,113.2,99.3,1037,18.1,0.566,0.534,0.385,0.327,407,7.1,13.6,10.6,14,1.9,1.8,15.8,21.2,NA,2.2,1.8,4,0.155,NA,4.5,4,8.5,37,"http://www.sports-reference.com/cbb/schools/arizona/2017.html","http://www.sports-reference.com/cbb/conferences/pac-12/2017.html",2017
2119,"Rawle Alkins",18.4,"C","2017-18",9.4,0.494,3.3,0.588,1.3,0.353,4.1,0.787,1.9,4.3,2.7,1.6,0.8,2.8,2.3,14.8,NA,7.63,NA,6.86,6.2,11.25,4.4,6.75,1.8,4.5,5.4,6.21,5.13,3.15,1.89,0.9,3.33,3.1,19.6,8.7,17.7,0.494,6.2,10.6,0.588,2.5,7.1,0.353,7.7,9.8,0.787,8.1,5,2.9,1.5,5.2,4.4,27.7,NA,116.9,102.1,272,21.9,0.62,0.565,0.4,0.553,134,8.2,9,8.6,15.7,2.9,2.7,18.9,24.3,NA,0.8,0.4,1.2,0.176,NA,6.2,2.9,9.1,30.2,"http://www.sports-reference.com/cbb/schools/arizona/2018.html","http://www.sports-reference.com/cbb/conferences/pac-12/2018.html",2018
2120,"Andrew Jones",20.2,"SG/SF","2016-17",27.9,3.8,8.8,2.5,4.9,1.3,4,2.6,3.4,0.5,3.5,3.9,3.5,1.2,0.4,2.5,2.2,11.4,10,8,5.4,11.43,3.5,6.3,1.9,5.13,3.7,4.32,5.13,4.59,1.62,0.54,3.15,3.1,16.4,7.9,18.5,0.425,5.1,10.2,0.503,2.7,8.3,0.328,5.5,7,0.775,8.2,7.4,2.6,0.9,5.1,4.6,23.9,NA,104.3,100.3,920,18,0.547,0.498,0.449,0.38,389,1.9,14,8.1,26.6,2.6,1.6,19,23.6,NA,1.4,1.5,2.8,0.123,NA,3.8,4,7.8,33,"http://www.sports-reference.com/cbb/schools/texas/2017.html","http://www.sports-reference.com/cbb/conferences/big-12/2017.html",2017
2120,"Andrew Jones",20.2,"SG/SF","2017-18",8.9,0.528,2.8,0.571,1.9,0.475,2.2,0.733,0.4,2.4,2,0.6,0.2,1.7,1.6,13.5,NA,12.75,NA,6.81,8.3,14.22,5,7.83,3.4,6.39,3.9,4.77,3.78,3.15,0.99,0.36,2.7,2.8,23.9,12.2,23.1,0.528,7.3,12.7,0.571,4.9,10.4,0.475,5.7,7.8,0.733,6.2,5.2,1.6,0.5,4.4,4.2,35.1,NA,122.5,98.3,226,25,0.654,0.635,0.449,0.337,120,2,9.9,6,20.2,1.6,1,14.1,26.9,NA,0.9,0.4,1.3,0.225,NA,7.6,1.3,9,22.6,"http://www.sports-reference.com/cbb/schools/texas/2018.html","http://www.sports-reference.com/cbb/conferences/big-12/2018.html",2018
2121,"Nick Richards",19.5,"PF","2017-18",17,2.6,4.1,2.6,4.1,0,0,1.5,2,1.8,3.8,5.5,0.4,0.1,1.3,0.8,2.2,6.8,NA,8.02,6.2,8.73,6.2,8.73,0,0,3.5,4.23,11.7,0.9,0.27,2.7,1.71,5.3,15.9,8.8,13.6,0.643,8.8,13.6,0.643,0,0,NA,4.9,6.6,0.735,18.3,1.4,0.4,4.3,2.7,7.4,22.4,NA,129.5,95.3,289,23,0.667,0.643,0,0.486,110,12.6,22.9,18.1,4.4,0.4,8.6,14,16.6,NA,0.9,0.6,1.5,0.205,NA,3.2,4.5,7.7,17,"http://www.sports-reference.com/cbb/schools/kentucky/2018.html","http://www.sports-reference.com/cbb/conferences/sec/2018.html",2018
2122,"PJ Washington",22.8,"PG","2017-18",27.2,3.8,7,3.6,6.2,0.2,0.8,3.1,5.3,1.8,3.4,5.2,2.2,0.5,1.2,2.1,2.5,11,NA,8.02,5.6,9.27,5.3,8.28,0.3,0.99,4.6,7.02,6.93,2.97,0.63,1.53,2.79,3.7,16.2,7.9,14.5,0.546,7.4,12.9,0.575,0.5,1.6,0.308,6.4,10.9,0.589,10.8,4.6,1,2.4,4.4,5.2,22.7,NA,111.7,100.7,463,18.2,0.578,0.563,0.109,0.756,192,8.1,12.9,10.7,14.6,1,4.9,18.2,20.5,NA,0.9,0.8,1.7,0.145,NA,3.1,3.7,6.9,17,"http://www.sports-reference.com/cbb/schools/kentucky/2018.html","http://www.sports-reference.com/cbb/conferences/sec/2018.html",2018
2123,"Brian Bowen",20.2,"SG","2017-18",27.2,3.8,7,3.6,6.2,0.2,0.8,3.1,5.3,1.8,3.4,5.2,2.2,0.5,1.2,2.1,2.5,11,NA,8.02,5.6,9.27,5.3,8.28,0.3,0.99,4.6,7.02,6.93,2.97,0.63,1.53,2.79,3.7,16.2,7.9,14.5,0.546,7.4,12.9,0.575,0.5,1.6,0.308,6.4,10.9,0.589,10.8,4.6,1,2.4,4.4,5.2,22.7,NA,111.7,100.7,463,18.2,0.578,0.563,0.109,0.756,192,8.1,12.9,10.7,14.6,1,4.9,18.2,20.5,NA,0.9,0.8,1.7,0.145,NA,3.1,3.7,6.9,17,"http://www.sports-reference.com/cbb/schools/kentucky/2018.html","http://www.sports-reference.com/cbb/conferences/sec/2018.html",2018
2125,"Bonzie Colson",18.7,"SF","2014-15",12.1,2.1,3.5,2,3.3,0,0.2,1.4,1.9,0.8,1.8,2.7,0.4,0.6,0.7,0.4,1.3,5.6,36,24,6.8,10.35,6.7,9.72,0.1,0.63,4.8,5.67,8.01,1.17,1.8,2.07,1.35,4.4,18.5,10.7,18.1,0.595,10.6,16.9,0.625,0.2,1.1,0.143,7.5,9.9,0.754,14,2.1,3.1,3.6,2.3,6.8,29.1,NA,130.6,96.3,386,28.7,0.639,0.599,0.063,0.55,169,9.6,17.5,13.9,6.6,3.1,5.8,9.1,22.2,NA,1.6,0.7,2.3,0.24,NA,5.2,3.6,8.7,32,"http://www.sports-reference.com/cbb/schools/notre-dame/2015.html","http://www.sports-reference.com/cbb/conferences/acc/2015.html",2015
2125,"Bonzie Colson",18.7,"SF","2015-16",7.8,0.532,4.1,0.541,0.1,0.333,2.7,0.774,2.4,6.7,0.9,0.9,1,1,2.4,11.1,36,36,32.1,6.6,6.6,11.16,6.4,10.71,0.2,0.45,4.2,4.95,9.45,1.35,1.26,1.44,1.44,3.8,17.6,10.2,19.1,0.532,9.9,18.3,0.541,0.3,0.8,0.333,6.5,8.4,0.774,16.2,2.3,2.1,2.4,2.4,5.8,27.1,NA,125.4,105.1,910,25.7,0.587,0.539,0.043,0.44,399,11.7,18.8,15.4,7.4,2.1,4,9.6,22,NA,3.2,1.1,4.2,0.187,NA,4.5,2.8,7.3,25.3,"http://www.sports-reference.com/cbb/schools/notre-dame/2016.html","http://www.sports-reference.com/cbb/conferences/acc/2016.html",2016
2125,"Bonzie Colson",18.7,"SF","2016-17",5.8,10.8,0.54,1.7,0.433,5,0.783,7.2,10.1,1.1,1.4,1.2,2.3,17.8,14,14,33.6,8.1,15.4,0.526,8.2,13.95,7.3,12.15,0.9,1.89,4.9,5.58,11.25,1.71,1.26,1.53,1.35,2.8,22.1,12,22.9,0.526,10.7,19.8,0.54,1.3,3.1,0.433,7.2,9.2,0.783,18.5,2.9,2,2.6,2.2,4.1,32.6,NA,126,97.1,1156,30.2,0.598,0.555,0.134,0.401,614,10.7,25.4,18.2,10.2,2,4.5,7.6,26.1,NA,4.8,2.2,7,0.241,NA,5.8,4.4,10.2,12.5,"http://www.sports-reference.com/cbb/schools/notre-dame/2017.html","http://www.sports-reference.com/cbb/conferences/acc/2017.html",2017
2125,"Bonzie Colson",18.7,"SF","2017-18",0.57,0.8,2.6,4.4,5.6,2.3,8.1,1.1,2,1.9,1.8,21.4,NA,7.02,NA,9.57,NA,9.78,NA,3.24,9.6,16.47,8.7,13.68,0.9,2.79,5.3,5.94,11.07,1.26,2.16,2.52,1.98,2.1,25.4,14.3,27.3,0.526,12.9,22.7,0.57,1.4,4.6,0.306,7.9,9.9,0.795,18.4,2,3.6,4.2,3.3,3.2,38,NA,119.8,84.6,470,34,0.593,0.551,0.167,0.363,266,8.3,25.4,17.4,7.8,3.6,7.4,9.4,30.7,NA,1.8,1.5,3.3,0.278,NA,4,5.8,9.8,7.3,"http://www.sports-reference.com/cbb/schools/notre-dame/2018.html","http://www.sports-reference.com/cbb/conferences/acc/2018.html",2018
2126,"Kevin Hervey",20.1,"C","2014-15",21.7,2.5,6.8,1.6,3.2,0.9,3.6,1.1,1.6,1.9,4.1,6,0.7,0.6,0.3,1.4,2,7.1,16,16,4.6,11.34,2.9,5.31,1.7,6.03,2.1,2.61,9.9,1.26,0.99,0.45,2.25,3.7,13.1,6.6,17.9,0.368,4.1,8.5,0.49,2.5,9.5,0.259,3,4.1,0.714,15.7,1.9,1.6,0.7,3.6,5.3,18.6,NA,97.3,99.7,673,13.4,0.468,0.436,0.528,0.231,224,10,19.8,15.1,6.7,1.6,1.4,15.1,20.1,NA,0.5,1,1.5,0.088,NA,-1.1,-0.7,-1.8,31,"http://www.sports-reference.com/cbb/schools/texas-arlington/2015.html","http://www.sports-reference.com/cbb/conferences/sun-belt/2015.html",2015
2126,"Kevin Hervey",20.1,"C","2015-16",14.1,0.453,4.5,0.545,1.9,0.323,3.5,0.757,2.3,9.8,2.9,0.7,0.8,2.4,1.7,18.1,35,28,27.8,5.9,8.6,17.01,6.1,9.99,2.5,7.02,4.7,5.58,11.79,3.51,0.81,0.99,2.88,2.3,24.4,11.8,25.9,0.453,8.3,15.2,0.545,3.5,10.7,0.323,6.5,8.5,0.757,18,5.3,1.3,1.5,4.4,3.1,33.4,NA,114.2,91.2,476,25.6,0.557,0.52,0.413,0.329,267,7.6,26.1,16.8,20.9,1.3,3.3,12.7,28.6,NA,1.4,1.2,2.6,0.216,NA,4.1,2.7,6.8,29.8,"http://www.sports-reference.com/cbb/schools/texas-arlington/2016.html","http://www.sports-reference.com/cbb/conferences/sun-belt/2016.html",2016
2126,"Kevin Hervey",20.1,"C","2016-17",4,7.3,0.549,5.7,0.343,4.3,0.753,7.1,8.5,1.2,0.4,1.9,1.9,17.1,18,16,31.5,7.7,16.9,0.452,8.6,16.74,5.8,9.45,2.8,7.29,4.6,5.58,11.07,2.7,1.62,0.54,2.43,2.7,24.5,12,26.1,0.459,8.1,14.7,0.549,3.9,11.4,0.343,6.5,8.6,0.753,17.2,4.3,2.5,0.8,3.8,3.7,34.4,NA,115.6,92,973,26.6,0.569,0.534,0.437,0.331,544,5.6,27.3,16.7,15.8,2.5,1.8,11.2,29.2,NA,3.1,2.3,5.4,0.222,NA,4.2,2.2,6.4,12.9,"http://www.sports-reference.com/cbb/schools/texas-arlington/2017.html","http://www.sports-reference.com/cbb/conferences/sun-belt/2017.html",2017
2126,"Kevin Hervey",20.1,"C","2017-18",0.527,2.3,6.8,2.7,3.7,2.3,6.2,2.1,1.6,2.7,2.2,20.4,NA,-2.76,NA,-3.42,NA,-0.87,NA,-1.44,9.7,19.35,6.8,11.52,3,7.83,3.5,4.23,9.81,2.43,1.8,0.63,3.06,2.8,25.9,12.8,28.4,0.452,8.9,16.9,0.527,3.9,11.4,0.341,4.6,6.1,0.742,14.3,3.5,2.7,0.9,4.5,3.6,34.1,NA,107.4,92.5,567,23.7,0.546,0.521,0.403,0.216,337,8.3,20.4,14.6,14.1,2.7,2.1,12.5,31.3,NA,1.2,1.4,2.6,0.184,NA,3.1,1.4,4.4,5.3,"http://www.sports-reference.com/cbb/schools/texas-arlington/2018.html","http://www.sports-reference.com/cbb/conferences/sun-belt/2018.html",2018
2127,"Alize Johnson",19.3,"PF","2016-17",30.2,5.1,10.5,3.9,7.4,1.2,3.1,3.3,4.9,3.3,7.3,10.6,1.9,0.6,0.2,2.3,2.5,14.8,18,18,6.8,12.51,5.2,8.73,1.6,3.69,4.4,5.85,12.69,2.25,0.72,0.18,2.7,3.3,19.5,10.2,20.9,0.488,7.8,14.7,0.531,2.4,6.2,0.388,6.6,9.7,0.677,21.2,3.8,1.2,0.4,4.6,5,29.4,NA,116.3,100.9,997,24.7,0.576,0.546,0.298,0.465,495,13.1,29.4,21.2,13.9,1.2,0.7,15.2,25.8,NA,3.1,1.5,4.6,0.185,NA,4.2,0.3,4.5,33,"http://www.sports-reference.com/cbb/schools/missouri-state/2017.html","http://www.sports-reference.com/cbb/conferences/mvc/2017.html",2017
2127,"Alize Johnson",19.3,"PF","2017-18",12.6,0.427,4.2,0.524,1.2,0.262,3.2,0.77,3.1,11.4,2.3,0.4,0.3,2.4,2,15.2,NA,1.18,NA,0,7.4,15.66,5.7,9.81,1.7,5.76,4.4,5.13,14.13,2.79,0.45,0.36,2.97,2.8,20.9,11.1,26,0.427,8.6,16.4,0.524,2.5,9.6,0.262,6.5,8.5,0.77,23.5,4.7,0.8,0.6,4.9,4.1,31.2,NA,109.5,89.8,523,23.8,0.521,0.476,0.37,0.326,276,12,30.2,21.5,16.5,0.8,1,14.1,29.5,NA,1.3,1.4,2.7,0.205,NA,3.3,1.5,4.8,29.1,"http://www.sports-reference.com/cbb/schools/missouri-state/2018.html","http://www.sports-reference.com/cbb/conferences/mvc/2018.html",2018
2128,"Allonzo Trier",19.2,"SF","2015-16",28,4.5,9.7,3,5.6,1.5,4.1,4.3,5.4,0.4,2.9,3.3,1.1,0.5,0.2,1.9,1.9,14.8,18,13,6.4,12.42,4.3,7.2,2.1,5.22,6.1,6.93,4.23,1.44,0.63,0.27,2.43,2.7,21.1,9.2,19.8,0.466,6.2,11.5,0.539,3,8.3,0.364,8.7,11,0.793,6.7,2.3,1.1,0.5,3.9,3.9,30.2,NA,116.7,101.3,757,18.7,0.603,0.542,0.42,0.553,348,2,10.9,6.7,7.6,1.1,0.8,13.6,24.9,NA,2.1,1.1,3.2,0.17,NA,4.6,1,5.6,27,"http://www.sports-reference.com/cbb/schools/arizona/2016.html","http://www.sports-reference.com/cbb/conferences/pac-12/2016.html",2016
2128,"Allonzo Trier",19.2,"SF","2016-17",11,0.46,3.2,0.514,1.9,0.391,5.2,0.81,0.3,5.3,2.7,0.4,0.1,1.7,1.8,17.2,18,18,33.6,6,6.3,12.42,4,6.93,2.4,5.49,6.5,7.29,6.03,2.97,0.45,0.09,1.98,2.2,21.6,9.4,20.5,0.46,5.9,11.5,0.514,3.5,9,0.391,9.7,12,0.81,9.9,5,0.7,0.2,3.2,3.3,32,NA,125.3,101.3,575,23.1,0.612,0.545,0.439,0.586,285,1.1,17.8,10,16.6,0.7,0.4,10.9,25.6,NA,2.2,0.9,3.1,0.214,NA,6.6,1.4,8,31.9,"http://www.sports-reference.com/cbb/schools/arizona/2017.html","http://www.sports-reference.com/cbb/conferences/pac-12/2017.html",2017
