"link","Player","VORP","G","MP","draftYear","Amateur","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","sos-dum","sos","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","poss-dum","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ws-dum","ows","dws","ws","ws_per_40","bpm-dum","obpm","dbpm","bpm","games","school_link","conf_link","Year"
"https://www.basketball-reference.com/players/w/walkean02.html","Antoine Walker",21.9,"893","31531",1996,"College",19.1972602739726,"Power Forward","1995-96",13.7,0.463,6.1,0.493,0.3,0.188,2.3,0.631,NA,8.4,2.9,1.7,0.7,2.5,2.4,15.2,NA,9.64,NA,10.06,9.4,18.27,9,16.47,0.4,1.8,3.4,4.86,11.16,3.87,2.25,0.9,3.33,3.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,0.473,0.098,0.264,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,0.9,3.8,4.7,0.195,NA,NA,NA,NA,27,"http://www.sports-reference.com/cbb/schools/kentucky/1996.html","http://www.sports-reference.com/cbb/conferences/sec/1996.html",1996
"https://www.basketball-reference.com/players/c/colemde01.html","Derrick Coleman",21.7,"781","25903",1990,"College",22.0547945205479,"Center and Power Forward","1986-87",30.6,4.6,8.1,4.6,8.1,0,0,2.8,4.1,NA,NA,8.8,1.2,1.2,1.8,1.8,3.2,11.9,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,0.56,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1163,NA,0.591,0.56,0,0.505,NA,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,"http://www.sports-reference.com/cbb/schools/syracuse/1987.html","http://www.sports-reference.com/cbb/conferences/big-east/1987.html",1987
"https://www.basketball-reference.com/players/c/colemde01.html","Derrick Coleman",21.7,"781","25903",1990,"College",22.0547945205479,"Center and Power Forward","1987-88",8.6,0.587,5,0.595,0,0.167,3.5,0.63,NA,11,2.2,1.3,1.6,2.2,2.4,13.5,37,36,33.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,0.2,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133,NA,0.606,0.588,0.02,0.64,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,"http://www.sports-reference.com/cbb/schools/syracuse/1988.html","http://www.sports-reference.com/cbb/conferences/big-east/1988.html",1988
"https://www.basketball-reference.com/players/c/colemde01.html","Derrick Coleman",21.7,"781","25903",1990,"College",22.0547945205479,"Center and Power Forward","1988-89",6.1,10.5,0.587,0.2,0,6.7,0.692,NA,11.4,1.2,3.4,2.4,3.2,16.9,33,31,35.3,5.9,10.7,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4.6,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226,NA,0.61,0.575,0.02,0.625,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,"http://www.sports-reference.com/cbb/schools/syracuse/1989.html","http://www.sports-reference.com/cbb/conferences/big-east/1989.html",1989
"https://www.basketball-reference.com/players/c/colemde01.html","Derrick Coleman",21.7,"781","25903",1990,"College",22.0547945205479,"Center and Power Forward","1989-90",0.576,0.5,1.2,5.7,8,NA,NA,2.9,1.5,2.7,3.1,17.9,NA,8.22,NA,8.54,NA,9.22,NA,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366,NA,NA,0.715,NA,NA,12.1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,NA,0.62,0.572,0.116,0.747,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,"http://www.sports-reference.com/cbb/schools/syracuse/1990.html","http://www.sports-reference.com/cbb/conferences/big-east/1990.html",1990
"https://www.basketball-reference.com/players/m/mannida01.html","Danny Manning",21.7,"883","24202",1988,"College",22.041095890411,"Power Forward","1984-85",32.9,6.1,10.9,NA,NA,NA,NA,2.3,3,NA,NA,7.6,3.2,1.7,1,2.6,3.6,14.6,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,NA,0.594,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/kansas/1985.html","http://www.sports-reference.com/cbb/conferences/big-8/1985.html",1985
"https://www.basketball-reference.com/players/m/mannida01.html","Danny Manning",21.7,"883","24202",1988,"College",22.041095890411,"Power Forward","1985-86",11.9,0.6,NA,NA,NA,NA,2.4,0.748,NA,6.3,2.4,2.1,1.2,2.3,3.1,16.7,36,36,34.7,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256,NA,0.622,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2,"http://www.sports-reference.com/cbb/schools/kansas/1986.html","http://www.sports-reference.com/cbb/conferences/big-8/1986.html",1986
"https://www.basketball-reference.com/players/m/mannida01.html","Danny Manning",21.7,"883","24202",1988,"College",22.041095890411,"Power Forward","1986-87",9.6,15.5,0.619,0.1,0.333,6.3,0.73,NA,9.5,1.2,1.3,2.8,3.2,23.9,38,38,35.2,10,17.2,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4.6,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249,NA,0.642,0.618,0.005,0.402,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,"http://www.sports-reference.com/cbb/schools/kansas/1987.html","http://www.sports-reference.com/cbb/conferences/big-8/1987.html",1987
"https://www.basketball-reference.com/players/m/mannida01.html","Danny Manning",21.7,"883","24202",1988,"College",22.041095890411,"Power Forward","1987-88",0.593,0.2,0.7,4.5,6.1,NA,NA,2,1.8,3,3,24.8,NA,6.27,NA,10.42,NA,7.73,NA,10.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346,NA,NA,0.734,NA,NA,9,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,NA,0.617,0.59,0.04,0.357,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,"http://www.sports-reference.com/cbb/schools/kansas/1988.html","http://www.sports-reference.com/cbb/conferences/big-8/1988.html",1988
"https://www.basketball-reference.com/players/s/sprewla01.html","Latrell Sprewell",21.7,"913","35270",1992,"College",21.2712328767123,"Shooting Guard and Small Forward","1990-91",26.2,3.5,6.9,3.4,6.5,0.2,0.4,1.8,2.5,NA,NA,5,1.9,0.4,1.9,1.6,1.6,8.9,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511,NA,NA,0.516,NA,NA,0.417,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,NA,0.553,0.522,0.053,0.37,NA,NA,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/alabama/1991.html","http://www.sports-reference.com/cbb/conferences/sec/1991.html",1991
"https://www.basketball-reference.com/players/s/sprewla01.html","Latrell Sprewell",21.7,"913","35270",1992,"College",21.2712328767123,"Shooting Guard and Small Forward","1991-92",13.1,0.493,4.5,0.55,1.9,0.398,2.9,0.771,NA,5.2,2.1,1.8,0.7,2.6,1.8,17.8,NA,8.7,NA,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,4.9,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1266,NA,0.596,0.567,0.372,0.285,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,"http://www.sports-reference.com/cbb/schools/alabama/1992.html","http://www.sports-reference.com/cbb/conferences/sec/1992.html",1992
"https://www.basketball-reference.com/players/g/georgpa01.html","Paul George",21.6,"458","15037",2010,"College",20.0821917808219,"Small Forward and Shooting Guard","2008-09",34.6,4.9,10.4,3,6.2,1.9,4.1,2.7,3.9,1.9,4.4,6.2,1.9,1.7,1,2.3,2.7,14.3,29,29,5.6,10.8,3.5,6.48,2.1,4.32,3.1,4.05,6.48,1.89,1.8,1.08,2.43,3.1,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586,0.559,0.399,0.374,NA,NA,NA,10.5,12.2,NA,2.2,16,22,NA,2.9,1.2,4.1,0.139,NA,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/fresno-state/2009.html","http://www.sports-reference.com/cbb/conferences/wac/2009.html",2009
"https://www.basketball-reference.com/players/g/georgpa01.html","Paul George",21.6,"458","15037",2010,"College",20.0821917808219,"Small Forward and Shooting Guard","2009-10",12.5,0.424,3.3,0.485,2,0.353,4.1,0.909,1.9,7.2,3,2.2,0.8,3.2,2.9,16.8,NA,0.96,NA,1.31,6.4,13.59,4,7.29,2.5,6.21,5,4.95,7.83,3.33,2.43,0.9,3.51,3.5,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572,0.506,0.46,0.364,469,6.7,18.8,12.8,22.4,4,2.9,18.1,27.9,NA,2.3,1.8,4.2,0.173,NA,NA,NA,NA,33.2,"http://www.sports-reference.com/cbb/schools/fresno-state/2010.html","http://www.sports-reference.com/cbb/conferences/wac/2010.html",2010
"https://www.basketball-reference.com/players/b/bogutan01.html","Andrew Bogut",21.5,"677","19555",2005,"College",20.4931506849315,"Power Forward and Center","2003-04",30.4,5.1,8.8,5,8.5,0.1,0.3,2.2,3.4,3.2,6.7,9.9,2.2,0.4,1.3,2.6,2.4,12.5,35,35,6.7,10.44,6.5,10.08,0.2,0.36,2.8,3.96,11.7,2.61,0.54,1.62,3.15,3.2,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598,0.584,0.038,0.381,NA,NA,NA,NA,NA,NA,NA,20.2,NA,NA,3,3.1,6.1,0.245,NA,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/utah/2004.html","http://www.sports-reference.com/cbb/conferences/mwc/2004.html",2004
"https://www.basketball-reference.com/players/b/bogutan01.html","Andrew Bogut",21.5,"677","19555",2005,"College",20.4931506849315,"Power Forward and Center","2004-05",12.9,0.62,7.8,0.636,0.3,0.36,4.1,0.692,3.7,12.2,2.3,1,1.9,2.7,2.2,20.4,NA,4.53,NA,4.54,9.2,13.32,8.9,12.6,0.3,0.72,4.7,6.12,12.6,2.43,0.99,1.89,2.79,2.5,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648,0.63,0.055,0.459,NA,NA,NA,24.2,18.2,NA,4.2,14.8,29.7,NA,6.4,4.5,10.9,0.358,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/utah/2005.html","http://www.sports-reference.com/cbb/conferences/mwc/2005.html",2005
"https://www.basketball-reference.com/players/b/bibbymi01.html","Mike Bibby",21.2,"1001","33962",1998,"College",20.0520547945205,"Point Guard","1996-97",32.6,4.4,10,2.5,5,2,5,2.6,3.7,NA,NA,3.2,5.2,2.2,0.2,2.9,2.3,13.5,35,35,5.4,10.98,3,5.49,2.4,5.49,3.2,4.14,3.51,5.76,2.43,0.27,3.24,2.8,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573,0.544,0.501,0.375,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,2.5,2.3,4.7,0.171,NA,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/arizona/1997.html","http://www.sports-reference.com/cbb/conferences/pac-10/1997.html",1997
"https://www.basketball-reference.com/players/b/bibbymi01.html","Mike Bibby",21.2,"1001","33962",1998,"College",20.0520547945205,"Point Guard","1997-98",12.9,0.464,3.8,0.526,2.2,0.387,3.1,0.755,NA,3,5.7,2.4,0.2,2.2,1.6,17.2,NA,10.98,NA,8.38,7.5,14.49,4.7,8.1,2.8,6.39,3.9,4.59,3.42,6.39,2.7,0.27,2.52,2,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,0.55,0.442,0.318,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,3.2,2.2,5.3,0.19,NA,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/arizona/1998.html","http://www.sports-reference.com/cbb/conferences/pac-10/1998.html",1998
"https://www.basketball-reference.com/players/a/abdursh01.html","Shareef Abdur-Rahim",21.1,"830","28882",1996,"College",19.5287671232877,"Small Forward and Power Forward and Center","1995-96",34.7,7.4,14.2,7.1,13.5,0.3,0.8,6.1,8.9,NA,NA,8.4,1,1.9,1.3,3.1,2.1,21.1,NA,6.44,8.5,14.76,8.1,13.95,0.3,0.81,7,9.18,8.73,1.08,1.89,1.26,3.24,2.4,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,0.528,0.053,0.626,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,3.1,2.3,5.4,0.221,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/california/1996.html","http://www.sports-reference.com/cbb/conferences/pac-10/1996.html",1996
"https://www.basketball-reference.com/players/e/ellisda01.html","Dale Ellis",20.5,"1209","34778",1983,"College",22.1808219178082,"Small Forward and Shooting Guard","1979-80",21.2,3,6.7,NA,NA,NA,NA,1.1,1.5,NA,NA,3.6,1.3,0.8,0.5,1.3,1.6,7.1,29,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,NA,0.48,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"http://www.sports-reference.com/cbb/schools/tennessee/1980.html","http://www.sports-reference.com/cbb/conferences/sec/1980.html",1980
"https://www.basketball-reference.com/players/e/ellisda01.html","Dale Ellis",20.5,"1209","34778",1983,"College",22.1808219178082,"Small Forward and Shooting Guard","1980-81",12.4,0.597,NA,NA,NA,NA,2.9,0.748,6.4,NA,NA,1.2,0.4,1.9,2.9,17.7,30,30,37.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,NA,0.621,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,"http://www.sports-reference.com/cbb/schools/tennessee/1981.html","http://www.sports-reference.com/cbb/conferences/sec/1981.html",1981
"https://www.basketball-reference.com/players/e/ellisda01.html","Dale Ellis",20.5,"1209","34778",1983,"College",22.1808219178082,"Small Forward and Shooting Guard","1981-82",NA,NA,NA,NA,NA,5.1,0.796,0.7,1.6,NA,NA,3,3,21.2,32,32,36.8,8.7,14.5,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6.3,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134,NA,0.683,NA,NA,0.387,NA,NA,NA,NA,NA,NA,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,"http://www.sports-reference.com/cbb/schools/tennessee/1982.html","http://www.sports-reference.com/cbb/conferences/sec/1982.html",1982
"https://www.basketball-reference.com/players/e/ellisda01.html","Dale Ellis",20.5,"1209","34778",1983,"College",22.1808219178082,"Small Forward and Shooting Guard","1982-83",NA,NA,NA,5.2,6.9,6.5,1,0.1,2.3,NA,NA,22.6,NA,7.75,NA,9.44,NA,6.28,NA,9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.751,NA,NA,1.6,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179,NA,0.636,NA,NA,0.476,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sports-reference.com/cbb/schools/tennessee/1983.html","http://www.sports-reference.com/cbb/conferences/sec/1983.html",1983
"https://www.basketball-reference.com/players/w/walljo01.html","John Wall",20.5,"509","18353",2010,"College",19.2657534246575,"Point Guard","2009-10",34.8,5.5,11.8,4.5,8.8,1,3.1,4.7,6.3,0.8,3.5,4.3,6.5,1.8,0.5,4,1.9,16.6,NA,6.82,6.3,12.24,5.1,9.09,1.1,3.15,5.4,6.48,4.41,6.75,1.8,0.54,4.14,2.2,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,0.503,0.26,0.53,669,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,NA,3.7,2.6,6.3,0.196,NA,NA,NA,NA,37,"http://www.sports-reference.com/cbb/schools/kentucky/2010.html","http://www.sports-reference.com/cbb/conferences/sec/2010.html",2010
"https://www.basketball-reference.com/players/k/korveky01.html","Kyle Korver",20.3,"1042","27533",2003,"College",22.2082191780822,"Small Forward and Power Forward and Shooting Guard","1999-00",18.2,2.9,6.2,1,1.8,1.9,4.4,1,1.2,NA,NA,3.1,1,0.6,0.2,1.3,1.7,8.8,32,32,6.5,12.24,2.3,3.51,4.2,8.73,2.3,2.25,6.03,1.89,1.26,0.27,2.61,3.8,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655,0.63,0.711,0.186,NA,NA,NA,NA,NA,NA,NA,16.2,NA,NA,2.5,0.5,3,0.198,NA,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/creighton/2000.html","http://www.sports-reference.com/cbb/conferences/mvc/2000.html",2000
"https://www.basketball-reference.com/players/k/korveky01.html","Kyle Korver",20.3,"1042","27533",2003,"College",22.2082191780822,"Small Forward and Power Forward and Shooting Guard","2000-01",9.8,0.47,1.5,0.511,3.1,0.452,2.3,0.867,1.5,5.8,2,1.8,0.4,1.8,2.6,14.6,29,28,31.6,4.5,6.3,12.06,2,3.6,4.3,8.46,3.1,3.15,7.11,2.43,2.16,0.54,2.16,3.5,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.629,0.702,0.263,NA,NA,NA,NA,NA,NA,NA,13.9,NA,NA,4.1,2.5,6.5,0.277,NA,NA,NA,NA,29.4,"http://www.sports-reference.com/cbb/schools/creighton/2001.html","http://www.sports-reference.com/cbb/conferences/mvc/2001.html",2001
"https://www.basketball-reference.com/players/k/korveky01.html","Kyle Korver",20.3,"1042","27533",2003,"College",22.2082191780822,"Small Forward and Power Forward and Shooting Guard","2001-02",1.8,3.1,0.578,6.3,0.429,3.8,0.89,3.9,5.5,1.6,0.6,2.2,2.4,15.1,34,34,31.8,5.4,11.5,0.468,5.7,10.8,2.3,3.51,3.4,7.2,4.2,4.32,6.3,3.69,1.8,0.63,2.52,3,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.672,0.622,0.672,0.398,NA,NA,NA,10.6,20.5,NA,1.3,16.2,21.3,NA,3.8,1.5,5.4,0.234,NA,NA,NA,NA,9.4,"http://www.sports-reference.com/cbb/schools/creighton/2002.html","http://www.sports-reference.com/cbb/conferences/mvc/2002.html",2002
"https://www.basketball-reference.com/players/k/korveky01.html","Kyle Korver",20.3,"1042","27533",2003,"College",22.2082191780822,"Small Forward and Power Forward and Shooting Guard","2002-03",0.443,3.8,7.9,3.2,3.5,1.4,5,3.1,1.5,2,2.6,17.8,NA,1.64,NA,3,NA,1.38,NA,1.03,6.8,13.05,2,4.05,4.8,8.91,4,3.96,7.2,3.42,1.62,0.81,2.25,3.3,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674,0.633,0.688,0.307,NA,NA,NA,12.1,17.7,NA,1.5,13.2,23.8,NA,5.2,2.6,7.8,0.289,NA,NA,NA,NA,1.6,"http://www.sports-reference.com/cbb/schools/creighton/2003.html","http://www.sports-reference.com/cbb/conferences/mvc/2003.html",2003
"https://www.basketball-reference.com/players/m/millemi01.html","Mike Miller",20.3,"1032","27812",2000,"College",20.2821917808219,"Small Forward and Shooting Guard","1998-99",24.2,4.1,8.3,3,5.2,1.1,3.1,2.9,4.1,NA,NA,5.2,2.1,1.3,0.3,2.5,1.9,12.2,37,NA,6.8,12.42,5,7.74,1.8,4.59,4.7,6.03,7.74,3.06,1.89,0.36,3.69,3.1,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,0.56,0.373,0.489,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,2.1,0.9,3,0.178,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/florida/1999.html","http://www.sports-reference.com/cbb/conferences/sec/1999.html",1999
"https://www.basketball-reference.com/players/m/millemi01.html","Mike Miller",20.3,"1032","27812",2000,"College",20.2821917808219,"Small Forward and Shooting Guard","1999-00",9.9,0.476,3.5,0.559,1.3,0.338,3.4,0.729,NA,6.6,2.5,1.2,0.4,1.9,1.9,14.1,NA,5.62,NA,8.51,6.6,12.51,4.8,7.83,1.8,4.77,4.7,5.76,8.28,3.06,1.53,0.54,2.43,2.6,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581,0.539,0.378,0.462,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,2.9,2.5,5.4,0.204,NA,NA,NA,NA,28.6,"http://www.sports-reference.com/cbb/schools/florida/2000.html","http://www.sports-reference.com/cbb/conferences/sec/2000.html",2000
"https://www.basketball-reference.com/players/j/jordade01.html","DeAndre Jordan",20,"683","18939",2008,"College",19.1369863013699,"Center","2007-08",20.1,3.2,5.2,3.2,5.2,0,0,1.5,3.4,1.9,4.1,6,0.4,0.2,1.3,1.6,1.9,7.9,NA,7.46,6.4,9.36,6.4,9.36,0,0,3,6.12,10.71,0.81,0.36,2.25,2.88,3.8,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.617,0,0.65,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,1.6,2.8,4.4,0.249,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/texas-am/2008.html","http://www.sports-reference.com/cbb/conferences/big-12/2008.html",2008
"https://www.basketball-reference.com/players/j/jefferi01.html","Richard Jefferson",19.9,"1164","34143",2001,"College",20.0547945205479,"Small Forward","1998-99",27,3.7,7.5,3.3,6.3,0.4,1.2,3.5,4.5,NA,NA,4.8,2.9,0.6,0.4,2.4,2.4,11.3,21,NA,5.5,9.99,4.9,8.46,0.6,1.53,5.1,5.94,6.39,3.78,0.9,0.54,3.24,3.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,0.524,0.157,0.595,NA,NA,NA,NA,NA,NA,NA,20.2,NA,NA,1.8,1.1,2.9,0.153,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/arizona/1999.html","http://www.sports-reference.com/cbb/conferences/pac-10/1999.html",1999
"https://www.basketball-reference.com/players/j/jefferi01.html","Richard Jefferson",19.9,"1164","34143",2001,"College",20.0547945205479,"Small Forward","1999-00",8,0.503,3.2,0.528,0.8,0.425,2.1,0.714,NA,4.4,2.8,0.3,1.1,2.6,2.5,11,35,34,27.5,4.2,6.8,12.15,5.4,9.27,1.4,2.88,3.6,4.59,6.66,4.23,0.45,1.71,3.96,4.3,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584,0.554,0.24,0.377,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,1.4,1.2,2.6,0.206,NA,NA,NA,NA,23.6,"http://www.sports-reference.com/cbb/schools/arizona/2000.html","http://www.sports-reference.com/cbb/conferences/pac-10/2000.html",2000
